State,Datetime,Total Demand,RRP,Precipitation (mm),Air Temp (C),Humidity (%),Wind Speed (km/h)
QLD1,2000/01/01 00:30,3905.56833,39.4,0.0,22.0,75.0,13.0
QLD1,2000/01/01 01:00,3855.675,34.18,0.0,21.7,78.0,11.2
QLD1,2000/01/01 01:30,3814.44667,35.2,0.0,21.4,82.0,11.2
QLD1,2000/01/01 02:00,3705.365,25.53,0.0,21.5,83.0,9.4
QLD1,2000/01/01 02:30,3615.71333,18.55,0.0,21.3,82.0,11.2
QLD1,2000/01/01 03:00,3517.24333,18.55,0.0,21.1,82.0,13.0
QLD1,2000/01/01 03:30,3442.65333,17.5,0.0,20.8,83.0,11.2
QLD1,2000/01/01 04:00,3372.21,17.5,0.0,20.8,80.0,13.0
QLD1,2000/01/01 04:30,3331.55,17.5,0.0,20.7,77.0,14.8
QLD1,2000/01/01 05:00,3304.24167,17.5,0.0,20.7,77.0,9.4
QLD1,2000/01/01 05:30,3280.89333,17.5,0.0,20.8,77.0,9.4
QLD1,2000/01/01 06:00,3278.81167,17.5,0.0,21.2,75.0,13.0
QLD1,2000/01/01 06:30,3326.77,17.5,0.0,21.4,73.0,14.8
QLD1,2000/01/01 07:00,3396.86167,16.81,0.0,22.8,68.0,16.6
QLD1,2000/01/01 07:30,3513.71,15.0,0.0,23.6,64.0,16.6
QLD1,2000/01/01 08:00,3617.73,16.12,0.0,23.3,68.0,16.6
QLD1,2000/01/01 08:30,3801.56833,17.46,0.0,23.9,66.0,18.4
QLD1,2000/01/01 09:00,3917.005,17.5,0.0,24.2,62.0,14.8
QLD1,2000/01/01 09:30,3980.705,17.5,0.0,24.4,61.0,14.8
QLD1,2000/01/01 10:00,4065.84167,17.5,0.0,25.7,59.0,14.8
QLD1,2000/01/01 10:30,4117.4,17.5,0.0,25.8,58.0,16.6
QLD1,2000/01/01 11:00,4175.26833,19.07,0.0,25.7,58.0,14.8
QLD1,2000/01/01 11:30,4185.38833,18.56,0.0,25.2,60.0,16.6
QLD1,2000/01/01 12:00,4181.63,18.02,0.0,26.5,56.0,18.4
QLD1,2000/01/01 12:30,4184.18833,17.5,0.0,25.7,55.0,16.6
QLD1,2000/01/01 13:00,4165.23667,17.5,0.0,26.2,55.0,16.6
QLD1,2000/01/01 13:30,4120.125,17.5,0.0,26.3,56.0,18.4
QLD1,2000/01/01 14:00,4106.89,17.5,0.0,26.8,58.0,18.4
QLD1,2000/01/01 14:30,4087.325,17.5,0.0,26.3,58.0,20.5
QLD1,2000/01/01 15:00,4096.84167,17.5,0.0,25.0,62.0,20.5
QLD1,2000/01/01 15:30,4075.47167,17.5,0.0,25.1,60.0,20.5
QLD1,2000/01/01 16:00,4074.88167,17.5,0.0,24.7,62.0,18.4
QLD1,2000/01/01 16:30,4139.345,17.5,0.0,25.2,59.0,20.5
QLD1,2000/01/01 17:00,4218.28167,18.02,0.0,24.0,63.0,18.4
QLD1,2000/01/01 17:30,4283.085,20.72,0.0,23.3,66.0,20.5
QLD1,2000/01/01 18:00,4340.065,20.87,0.0,23.7,64.0,16.6
QLD1,2000/01/01 18:30,4366.685,20.95,0.0,22.9,68.0,18.4
QLD1,2000/01/01 19:00,4484.55333,23.63,0.0,22.7,69.0,13.0
QLD1,2000/01/01 19:30,4608.53,24.59,0.0,22.6,69.0,13.0
QLD1,2000/01/01 20:00,4592.055,24.58,0.0,22.4,70.0,9.4
QLD1,2000/01/01 20:30,4460.78833,23.16,0.0,22.6,70.0,9.4
QLD1,2000/01/01 21:00,4369.49,20.92,0.0,22.3,72.0,13.0
QLD1,2000/01/01 21:30,4224.38833,19.1,0.0,22.1,73.0,11.2
QLD1,2000/01/01 22:00,4087.20333,17.5,0.0,22.1,74.0,9.4
QLD1,2000/01/01 22:30,4170.19667,20.2,0.0,21.8,76.0,11.2
QLD1,2000/01/01 23:00,4274.80833,21.78,0.0,21.3,80.0,11.2
QLD1,2000/01/01 23:30,4349.14833,25.87,0.0,21.0,84.0,3.6
QLD1,2000/01/02 00:00,4117.055,21.43,0.0,20.7,83.0,9.4
QLD1,2000/01/02 00:30,3846.34167,17.5,0.0,20.5,83.0,9.4
QLD1,2000/01/02 01:00,3631.515,17.5,0.0,20.2,84.0,5.4
QLD1,2000/01/02 01:30,3477.67,19.13,0.0,19.9,84.0,3.6
QLD1,2000/01/02 02:00,3418.715,19.14,0.0,19.9,82.0,5.4
QLD1,2000/01/02 02:30,3365.965,18.62,0.0,19.5,83.0,3.6
QLD1,2000/01/02 03:00,3335.64,17.36,0.0,19.3,84.0,1.8
QLD1,2000/01/02 03:30,3324.09167,17.34,0.0,19.1,87.0,7.6
QLD1,2000/01/02 04:00,3316.915,17.31,0.0,18.7,88.0,3.6
QLD1,2000/01/02 04:30,3285.68667,16.71,0.0,18.6,88.0,7.6
QLD1,2000/01/02 05:00,3330.56667,16.82,0.0,18.3,88.0,5.4
QLD1,2000/01/02 05:30,3296.95667,16.8,0.0,18.6,88.0,7.6
QLD1,2000/01/02 06:00,3283.07667,16.2,0.0,19.7,81.0,5.4
QLD1,2000/01/02 06:30,3382.555,19.17,0.0,20.7,77.0,7.6
QLD1,2000/01/02 07:00,3512.91667,18.52,0.0,21.6,73.0,7.6
QLD1,2000/01/02 07:30,3653.775,17.5,0.0,22.7,66.0,9.4
QLD1,2000/01/02 08:00,3874.41,17.5,0.0,23.6,66.0,11.2
QLD1,2000/01/02 08:30,4074.04667,17.5,0.0,24.6,64.0,9.4
QLD1,2000/01/02 09:00,4187.85333,19.63,0.0,24.8,61.0,13.0
QLD1,2000/01/02 09:30,4277.14,20.84,0.0,24.9,56.0,14.8
QLD1,2000/01/02 10:00,4316.28167,20.93,0.0,25.6,54.0,14.8
QLD1,2000/01/02 10:30,4343.91333,20.91,0.0,25.1,58.0,14.8
QLD1,2000/01/02 11:00,4341.79167,20.82,0.0,25.1,53.0,16.6
QLD1,2000/01/02 11:30,4332.05667,20.32,0.0,25.5,56.0,14.8
QLD1,2000/01/02 12:00,4321.82833,20.72,0.0,26.6,59.0,14.8
QLD1,2000/01/02 12:30,4312.55667,20.24,0.0,25.2,57.0,14.8
QLD1,2000/01/02 13:00,4301.19833,20.72,0.0,26.1,55.0,13.0
QLD1,2000/01/02 13:30,4264.62,19.63,0.0,26.0,52.0,16.6
QLD1,2000/01/02 14:00,4232.98833,17.51,0.0,26.0,53.0,18.4
QLD1,2000/01/02 14:30,4230.56167,18.02,0.0,26.4,53.0,16.6
QLD1,2000/01/02 15:00,4240.58667,19.15,0.0,26.4,53.0,18.4
QLD1,2000/01/02 15:30,4252.27833,20.81,0.0,26.2,54.0,18.4
QLD1,2000/01/02 16:00,4254.71667,20.81,0.0,24.8,60.0,18.4
QLD1,2000/01/02 16:30,4275.67,20.86,0.0,24.1,64.0,22.3
QLD1,2000/01/02 17:00,4275.04667,20.84,0.0,23.9,65.0,18.4
QLD1,2000/01/02 17:30,4386.45833,22.28,0.0,23.5,67.0,20.5
QLD1,2000/01/02 18:00,4527.22,24.53,0.0,23.3,70.0,13.0
QLD1,2000/01/02 18:30,4552.47833,24.55,0.0,22.8,68.0,16.6
QLD1,2000/01/02 19:00,4685.125,30.14,0.0,22.8,67.0,14.8
QLD1,2000/01/02 19:30,4762.11667,33.55,0.0,22.6,71.0,9.4
QLD1,2000/01/02 20:00,4720.05333,31.48,0.0,22.8,70.0,9.4
QLD1,2000/01/02 20:30,4589.87333,25.85,0.0,22.6,70.0,13.0
QLD1,2000/01/02 21:00,4474.93333,24.36,0.0,22.5,70.0,9.4
QLD1,2000/01/02 21:30,4312.63667,20.92,0.0,22.3,71.0,9.4
QLD1,2000/01/02 22:00,4200.94333,20.76,0.0,22.1,72.0,7.6
QLD1,2000/01/02 22:30,4291.49167,20.99,0.0,21.9,72.0,7.6
QLD1,2000/01/02 23:00,4435.865,24.38,0.0,21.6,73.0,0.0
QLD1,2000/01/02 23:30,4509.28833,33.45,0.0,21.8,73.0,7.6
QLD1,2000/01/03 00:00,4221.21167,24.06,0.0,21.7,74.0,7.6
QLD1,2000/01/03 00:30,3951.29667,18.08,0.0,21.4,78.0,9.4
QLD1,2000/01/03 01:00,3742.08333,17.5,0.0,21.1,80.0,7.6
QLD1,2000/01/03 01:30,3566.25833,17.5,0.0,21.0,80.0,7.6
QLD1,2000/01/03 02:00,3520.60667,17.5,0.0,20.9,80.0,9.4
QLD1,2000/01/03 02:30,3485.74333,20.81,0.0,20.8,80.0,7.6
QLD1,2000/01/03 03:00,3423.7,20.81,0.0,20.7,80.0,5.4
QLD1,2000/01/03 03:30,3433.215,20.81,0.0,20.6,79.0,3.6
QLD1,2000/01/03 04:00,3386.64833,17.98,0.0,20.5,80.0,7.6
QLD1,2000/01/03 04:30,3362.72167,17.33,0.0,20.4,81.0,5.4
QLD1,2000/01/03 05:00,3381.78167,17.35,0.0,20.1,81.0,3.6
QLD1,2000/01/03 05:30,3414.18833,18.56,0.0,20.0,82.0,3.6
QLD1,2000/01/03 06:00,3455.69667,18.01,0.0,20.5,79.0,5.4
QLD1,2000/01/03 06:30,3627.96833,23.93,0.0,22.6,70.0,7.6
QLD1,2000/01/03 07:00,3730.05167,18.52,0.0,23.3,66.0,11.2
QLD1,2000/01/03 07:30,3923.68833,17.5,0.0,24.1,64.0,11.2
QLD1,2000/01/03 08:00,4106.31167,17.5,0.0,24.5,66.0,11.2
QLD1,2000/01/03 08:30,4281.68667,18.56,0.0,25.2,59.0,13.0
QLD1,2000/01/03 09:00,4405.45833,20.74,0.0,24.9,57.0,13.0
QLD1,2000/01/03 09:30,4511.71167,22.7,0.0,24.9,59.0,13.0
QLD1,2000/01/03 10:00,4572.01667,24.01,0.0,26.2,56.0,18.4
QLD1,2000/01/03 10:30,4582.97333,24.38,0.0,25.6,58.0,16.6
QLD1,2000/01/03 11:00,4589.5,24.59,0.0,26.3,58.0,13.0
QLD1,2000/01/03 11:30,4551.50667,24.57,0.0,25.2,58.0,11.2
QLD1,2000/01/03 12:00,4538.41333,24.56,0.0,26.6,54.0,13.0
QLD1,2000/01/03 12:30,4521.16167,24.51,0.0,25.2,56.0,16.6
QLD1,2000/01/03 13:00,4474.86,23.4,0.0,25.1,56.0,14.8
QLD1,2000/01/03 13:30,4439.11667,23.14,0.0,25.9,54.0,13.0
QLD1,2000/01/03 14:00,4432.99333,22.68,0.0,25.3,58.0,16.6
QLD1,2000/01/03 14:30,4406.38333,22.22,0.0,25.9,54.0,13.0
QLD1,2000/01/03 15:00,4402.53667,21.76,0.0,26.1,56.0,16.6
QLD1,2000/01/03 15:30,4433.38333,23.14,0.0,25.7,53.0,14.8
QLD1,2000/01/03 16:00,4457.03667,23.14,0.0,25.1,56.0,14.8
QLD1,2000/01/03 16:30,4469.69333,20.77,0.0,25.9,58.0,14.8
QLD1,2000/01/03 17:00,4531.80167,21.37,0.0,25.2,57.0,13.0
QLD1,2000/01/03 17:30,4607.88167,24.35,0.0,24.6,60.0,14.8
QLD1,2000/01/03 18:00,4664.02667,24.61,0.0,24.3,62.0,13.0
QLD1,2000/01/03 18:30,4668.92833,24.58,0.0,23.5,65.0,13.0
QLD1,2000/01/03 19:00,4696.69167,24.61,0.0,22.9,69.0,9.4
QLD1,2000/01/03 19:30,4863.0,33.55,0.0,22.5,72.0,7.6
QLD1,2000/01/03 20:00,4825.44833,33.19,0.0,22.3,74.0,9.4
QLD1,2000/01/03 20:30,4708.71667,25.89,0.0,21.9,75.0,7.6
QLD1,2000/01/03 21:00,4647.87667,24.46,0.0,21.3,77.0,3.6
QLD1,2000/01/03 21:30,4517.19667,22.87,0.0,21.4,79.0,5.4
QLD1,2000/01/03 22:00,4411.95667,21.78,0.0,21.1,80.0,3.6
QLD1,2000/01/03 22:30,4470.52,22.84,0.0,20.5,83.0,0.0
QLD1,2000/01/03 23:00,4524.755,24.37,0.0,20.8,83.0,7.6
QLD1,2000/01/03 23:30,4626.82,32.22,0.0,20.4,83.0,1.8
QLD1,2000/01/04 00:00,4365.84,24.07,0.0,20.7,84.0,0.0
QLD1,2000/01/04 00:30,4074.58667,18.65,0.0,20.4,84.0,0.0
QLD1,2000/01/04 01:00,3878.08333,17.5,0.0,20.0,87.0,0.0
QLD1,2000/01/04 01:30,3699.40667,17.5,0.0,19.9,87.0,0.0
QLD1,2000/01/04 02:00,3617.21333,17.5,0.0,19.4,89.0,0.0
QLD1,2000/01/04 02:30,3559.15833,18.5,0.0,19.1,89.0,0.0
QLD1,2000/01/04 03:00,3515.90833,19.06,0.0,18.8,91.0,0.0
QLD1,2000/01/04 03:30,3496.85667,18.01,0.0,19.2,93.0,0.0
QLD1,2000/01/04 04:00,3502.485,17.43,0.0,19.0,93.0,3.6
QLD1,2000/01/04 04:30,3551.45667,18.03,0.0,19.0,92.0,7.6
QLD1,2000/01/04 05:00,3583.71667,20.95,0.0,19.4,91.0,7.6
QLD1,2000/01/04 05:30,3634.325,22.28,0.0,19.4,89.0,3.6
QLD1,2000/01/04 06:00,3765.45,17.43,0.0,19.8,86.0,5.4
QLD1,2000/01/04 06:30,4049.295,20.24,0.0,21.0,79.0,1.8
QLD1,2000/01/04 07:00,4361.11167,24.24,0.0,22.3,74.0,5.4
QLD1,2000/01/04 07:30,4653.57,23.12,0.0,23.6,69.0,1.8
QLD1,2000/01/04 08:00,4877.45833,25.86,0.0,24.9,65.0,1.8
QLD1,2000/01/04 08:30,5139.79333,35.05,0.0,25.1,66.0,5.4
QLD1,2000/01/04 09:00,5319.14667,35.23,0.0,25.7,63.0,7.6
QLD1,2000/01/04 09:30,5351.77,35.0,0.0,26.6,59.0,11.2
QLD1,2000/01/04 10:00,5340.09667,35.0,0.0,26.3,60.0,7.6
QLD1,2000/01/04 10:30,5348.92,34.18,0.0,27.2,55.0,11.2
QLD1,2000/01/04 11:00,5345.12667,34.02,0.0,26.8,54.0,7.6
QLD1,2000/01/04 11:30,5330.91833,34.01,0.0,28.1,55.0,11.2
QLD1,2000/01/04 12:00,5345.08167,34.02,0.0,27.0,52.0,9.4
QLD1,2000/01/04 12:30,5316.72333,33.97,0.0,27.9,50.0,13.0
QLD1,2000/01/04 13:00,5305.75,33.92,0.0,27.5,53.0,13.0
QLD1,2000/01/04 13:30,5309.52,33.96,0.0,27.6,55.0,11.2
QLD1,2000/01/04 14:00,5317.73,34.02,0.0,27.9,53.0,13.0
QLD1,2000/01/04 14:30,5352.035,34.02,0.0,27.4,54.0,14.8
QLD1,2000/01/04 15:00,5360.50667,34.08,0.0,27.2,54.0,14.8
QLD1,2000/01/04 15:30,5340.42333,34.03,0.0,26.9,54.0,14.8
QLD1,2000/01/04 16:00,5336.32167,34.02,0.0,26.6,58.0,14.8
QLD1,2000/01/04 16:30,5321.15,34.01,0.0,26.4,62.0,14.8
QLD1,2000/01/04 17:00,5342.83333,34.03,0.0,25.7,66.0,13.0
QLD1,2000/01/04 17:30,5297.69,33.8,0.0,25.8,66.0,14.8
QLD1,2000/01/04 18:00,5203.53833,28.43,0.0,24.8,70.0,16.6
QLD1,2000/01/04 18:30,5160.37,24.63,0.0,24.4,73.0,13.0
QLD1,2000/01/04 19:00,5174.57833,28.63,0.0,24.2,77.0,11.2
QLD1,2000/01/04 19:30,5283.76167,33.67,0.0,24.2,76.0,13.0
QLD1,2000/01/04 20:00,5211.685,32.89,0.0,24.0,76.0,11.2
QLD1,2000/01/04 20:30,5056.20167,24.53,0.0,24.0,78.0,11.2
QLD1,2000/01/04 21:00,4934.59833,22.3,0.0,23.9,78.0,11.2
QLD1,2000/01/04 21:30,4815.175,20.93,0.0,23.8,78.0,11.2
QLD1,2000/01/04 22:00,4728.32333,21.36,0.0,23.7,78.0,7.6
QLD1,2000/01/04 22:30,4747.04333,23.63,0.0,23.6,78.0,9.4
QLD1,2000/01/04 23:00,4779.64833,24.53,0.2,23.1,83.0,11.2
QLD1,2000/01/04 23:30,4846.18833,33.65,1.8,22.3,88.0,7.6
QLD1,2000/01/05 00:00,4592.89333,27.21,2.6,22.1,91.0,7.6
QLD1,2000/01/05 00:30,4261.76167,17.5,2.6,22.0,92.0,11.2
QLD1,2000/01/05 01:00,3923.34,21.91,2.6,21.9,92.0,11.2
QLD1,2000/01/05 01:30,3762.49167,17.42,2.6,21.8,92.0,5.4
QLD1,2000/01/05 02:00,3727.445,17.88,2.6,21.6,90.0,5.4
QLD1,2000/01/05 02:30,3662.295,15.2,2.6,21.1,92.0,7.6
QLD1,2000/01/05 03:00,3634.08667,15.1,2.6,20.9,93.0,5.4
QLD1,2000/01/05 03:30,3594.57833,12.73,2.6,20.5,93.0,5.4
QLD1,2000/01/05 04:00,3586.52167,12.98,2.6,20.4,94.0,7.6
QLD1,2000/01/05 04:30,3614.005,13.68,2.6,20.2,94.0,3.6
QLD1,2000/01/05 05:00,3685.565,16.56,2.6,20.0,94.0,1.8
QLD1,2000/01/05 05:30,3779.115,17.97,2.6,19.8,95.0,0.0
QLD1,2000/01/05 06:00,3920.745,18.65,2.6,21.2,92.0,3.6
QLD1,2000/01/05 06:30,4185.095,18.07,2.6,22.5,82.0,0.0
QLD1,2000/01/05 07:00,4443.25,21.57,2.6,23.8,78.0,1.8
QLD1,2000/01/05 07:30,4760.08667,20.79,2.6,24.3,76.0,9.4
QLD1,2000/01/05 08:00,5050.36333,24.25,2.6,25.2,71.0,9.4
QLD1,2000/01/05 08:30,5262.36833,32.09,2.6,26.1,69.0,7.6
QLD1,2000/01/05 09:00,5433.06667,34.36,2.8,26.7,66.0,9.4
QLD1,2000/01/05 09:30,5537.69167,35.0,0.0,27.5,63.0,9.4
QLD1,2000/01/05 10:00,5527.48833,35.0,0.0,28.5,57.0,13.0
QLD1,2000/01/05 10:30,5563.78167,35.0,0.0,29.4,56.0,11.2
QLD1,2000/01/05 11:00,5558.935,35.0,0.0,29.9,60.0,16.6
QLD1,2000/01/05 11:30,5625.39333,41.25,0.0,29.5,53.0,16.6
QLD1,2000/01/05 12:00,5622.44833,44.04,0.0,30.5,53.0,11.2
QLD1,2000/01/05 12:30,5658.87833,40.79,0.0,30.4,51.0,11.2
QLD1,2000/01/05 13:00,5661.29,41.89,0.0,31.5,51.0,9.4
QLD1,2000/01/05 13:30,5706.45667,44.52,0.0,32.3,47.0,9.4
QLD1,2000/01/05 14:00,5705.88167,56.39,0.0,32.6,43.0,9.4
QLD1,2000/01/05 14:30,5656.44333,45.27,0.0,30.4,60.0,11.2
QLD1,2000/01/05 15:00,5597.73,47.2,0.0,29.9,60.0,14.8
QLD1,2000/01/05 15:30,5675.75167,46.03,0.0,29.8,61.0,14.8
QLD1,2000/01/05 16:00,5663.05833,40.55,0.0,28.2,66.0,13.0
QLD1,2000/01/05 16:30,5646.01333,39.73,0.0,28.0,69.0,13.0
QLD1,2000/01/05 17:00,5663.08167,39.84,0.0,28.7,69.0,13.0
QLD1,2000/01/05 17:30,5586.895,35.0,0.0,26.8,66.0,18.4
QLD1,2000/01/05 18:00,5488.695,34.84,0.0,25.1,72.0,16.6
QLD1,2000/01/05 18:30,5356.61667,33.92,0.0,25.6,73.0,18.4
QLD1,2000/01/05 19:00,5339.06833,33.75,0.0,25.5,67.0,11.2
QLD1,2000/01/05 19:30,5428.24833,34.35,0.0,25.2,72.0,9.4
QLD1,2000/01/05 20:00,5375.72667,33.93,0.0,24.5,77.0,9.4
QLD1,2000/01/05 20:30,5181.58167,26.04,0.0,24.2,79.0,7.6
QLD1,2000/01/05 21:00,5079.13667,24.05,0.0,23.8,80.0,13.0
QLD1,2000/01/05 21:30,4908.03833,21.36,0.0,23.1,83.0,7.6
QLD1,2000/01/05 22:00,4780.35167,21.3,0.0,22.9,88.0,9.4
QLD1,2000/01/05 22:30,4814.945,23.04,0.0,23.0,86.0,11.2
QLD1,2000/01/05 23:00,4838.86667,24.51,0.0,23.0,83.0,9.4
QLD1,2000/01/05 23:30,4903.40167,30.15,0.0,23.0,84.0,7.6
QLD1,2000/01/06 00:00,4612.43167,23.19,0.0,22.8,74.0,13.0
QLD1,2000/01/06 00:30,4273.77333,19.24,0.0,22.6,70.0,14.8
QLD1,2000/01/06 01:00,4010.95833,17.5,0.0,22.5,67.0,13.0
QLD1,2000/01/06 01:30,3866.31,21.1,0.0,22.5,66.0,9.4
QLD1,2000/01/06 02:00,3771.41,17.36,0.0,22.4,63.0,7.6
QLD1,2000/01/06 02:30,3726.35167,16.23,0.0,22.2,63.0,9.4
QLD1,2000/01/06 03:00,3659.45,14.89,0.0,22.2,63.0,9.4
QLD1,2000/01/06 03:30,3659.68,14.55,0.0,21.8,61.0,9.4
QLD1,2000/01/06 04:00,3652.09833,14.89,0.0,21.7,60.0,11.2
QLD1,2000/01/06 04:30,3690.92167,16.09,0.0,21.7,58.0,13.0
QLD1,2000/01/06 05:00,3716.94833,17.23,0.0,21.6,59.0,9.4
QLD1,2000/01/06 05:30,3826.90167,18.6,0.0,21.2,62.0,7.6
QLD1,2000/01/06 06:00,3920.99,18.62,0.0,22.4,62.0,9.4
QLD1,2000/01/06 06:30,4229.75667,17.5,0.2,22.2,62.0,11.2
QLD1,2000/01/06 07:00,4486.76333,19.17,0.2,22.7,63.0,11.2
QLD1,2000/01/06 07:30,4754.905,20.32,0.2,23.3,63.0,11.2
QLD1,2000/01/06 08:00,5031.955,23.9,0.2,23.9,59.0,14.8
QLD1,2000/01/06 08:30,5281.12667,33.51,0.2,24.8,56.0,14.8
QLD1,2000/01/06 09:00,5400.29833,36.21,0.2,24.8,58.0,14.8
QLD1,2000/01/06 09:30,5424.94167,34.51,0.0,25.0,57.0,13.0
QLD1,2000/01/06 10:00,5464.25,34.67,0.0,25.4,55.0,14.8
QLD1,2000/01/06 10:30,5455.67167,34.02,0.0,25.2,56.0,13.0
QLD1,2000/01/06 11:00,5431.10833,34.01,0.0,25.5,58.0,14.8
QLD1,2000/01/06 11:30,5457.92833,34.05,0.0,25.8,56.0,14.8
QLD1,2000/01/06 12:00,5458.15167,33.96,0.0,27.1,51.0,14.8
QLD1,2000/01/06 12:30,5452.92667,34.08,0.0,25.6,55.0,16.6
QLD1,2000/01/06 13:00,5446.355,33.47,0.0,25.7,55.0,14.8
QLD1,2000/01/06 13:30,5406.75333,24.6,0.0,25.6,54.0,13.0
QLD1,2000/01/06 14:00,5403.725,31.41,0.0,26.6,56.0,14.8
QLD1,2000/01/06 14:30,5397.545,30.19,0.0,26.7,51.0,16.6
QLD1,2000/01/06 15:00,5421.82333,33.3,0.0,26.5,56.0,14.8
QLD1,2000/01/06 15:30,5428.37667,33.5,0.0,26.9,52.0,16.6
QLD1,2000/01/06 16:00,5336.20333,27.31,0.0,25.8,58.0,14.8
QLD1,2000/01/06 16:30,5377.745,31.41,0.0,25.5,55.0,18.4
QLD1,2000/01/06 17:00,5370.605,32.69,0.0,25.0,57.0,16.6
QLD1,2000/01/06 17:30,5350.69833,33.09,0.0,24.5,57.0,16.6
QLD1,2000/01/06 18:00,5386.60333,33.88,0.0,24.3,59.0,13.0
QLD1,2000/01/06 18:30,5267.05667,27.12,0.0,23.8,62.0,16.6
QLD1,2000/01/06 19:00,5364.10333,33.3,0.0,23.3,64.0,11.2
QLD1,2000/01/06 19:30,5409.07333,33.76,0.0,23.3,65.0,11.2
QLD1,2000/01/06 20:00,5331.44667,31.81,0.0,23.3,65.0,13.0
QLD1,2000/01/06 20:30,5175.58,24.53,0.0,22.7,67.0,9.4
QLD1,2000/01/06 21:00,5080.64333,24.2,0.0,22.4,69.0,7.6
QLD1,2000/01/06 21:30,4889.98333,21.32,0.0,22.7,68.0,7.6
QLD1,2000/01/06 22:00,4753.18167,20.86,0.0,22.8,68.0,7.6
QLD1,2000/01/06 22:30,4776.51167,22.72,0.0,22.7,68.0,5.4
QLD1,2000/01/06 23:00,4820.84833,24.5,0.0,22.6,71.0,5.4
QLD1,2000/01/06 23:30,4885.27667,25.92,0.0,22.4,71.0,7.6
QLD1,2000/01/07 00:00,4671.24167,25.21,0.0,21.8,73.0,1.8
QLD1,2000/01/07 00:30,4284.47667,18.08,0.0,21.8,75.0,5.4
QLD1,2000/01/07 01:00,4047.06333,17.5,0.0,21.7,76.0,0.0
QLD1,2000/01/07 01:30,3860.15833,21.81,0.0,21.3,79.0,5.4
QLD1,2000/01/07 02:00,3787.49667,17.4,0.0,20.7,83.0,7.6
QLD1,2000/01/07 02:30,3745.83667,16.86,0.0,20.7,85.0,9.4
QLD1,2000/01/07 03:00,3709.24,16.68,0.0,20.3,86.0,3.6
QLD1,2000/01/07 03:30,3688.62167,16.5,0.0,19.6,89.0,1.8
QLD1,2000/01/07 04:00,3677.99333,16.09,0.0,19.6,89.0,5.4
QLD1,2000/01/07 04:30,3697.85,16.2,0.0,20.0,89.0,5.4
QLD1,2000/01/07 05:00,3736.50833,16.83,0.0,20.4,87.0,5.4
QLD1,2000/01/07 05:30,3788.195,18.56,0.0,20.3,87.0,3.6
QLD1,2000/01/07 06:00,3882.145,16.91,0.0,20.8,84.0,9.4
QLD1,2000/01/07 06:30,4221.455,17.49,0.0,22.5,75.0,5.4
QLD1,2000/01/07 07:00,4509.77167,19.63,0.0,23.1,70.0,9.4
QLD1,2000/01/07 07:30,4797.185,20.29,0.0,24.0,71.0,9.4
QLD1,2000/01/07 08:00,5077.85167,23.77,0.0,23.8,70.0,9.4
QLD1,2000/01/07 08:30,5249.77833,30.33,0.0,24.4,69.0,7.6
QLD1,2000/01/07 09:00,5412.44333,34.05,0.0,25.5,60.0,7.6
QLD1,2000/01/07 09:30,5510.875,35.0,0.0,25.3,58.0,7.6
QLD1,2000/01/07 10:00,5487.23667,35.0,0.0,26.5,60.0,13.0
QLD1,2000/01/07 10:30,5468.11333,35.0,0.0,26.4,57.0,14.8
QLD1,2000/01/07 11:00,5481.02667,35.0,0.0,26.3,56.0,13.0
QLD1,2000/01/07 11:30,5516.47,35.0,0.0,26.7,55.0,13.0
QLD1,2000/01/07 12:00,5543.88,35.65,0.0,25.8,58.0,14.8
QLD1,2000/01/07 12:30,5534.33333,34.19,0.0,25.7,60.0,13.0
QLD1,2000/01/07 13:00,5488.83833,35.0,0.0,25.6,61.0,14.8
QLD1,2000/01/07 13:30,5499.42167,35.0,0.0,26.4,57.0,14.8
QLD1,2000/01/07 14:00,5454.58833,35.0,0.0,25.9,57.0,16.6
QLD1,2000/01/07 14:30,5377.33833,35.0,0.0,26.6,57.0,18.4
QLD1,2000/01/07 15:00,5409.67,35.0,0.0,26.4,57.0,18.4
QLD1,2000/01/07 15:30,5371.99833,35.0,0.0,26.0,57.0,20.5
QLD1,2000/01/07 16:00,5329.00167,34.51,0.0,26.2,57.0,14.8
QLD1,2000/01/07 16:30,5323.09333,34.02,0.0,25.8,60.0,16.6
QLD1,2000/01/07 17:00,5414.33667,34.35,0.0,24.9,63.0,14.8
QLD1,2000/01/07 17:30,5326.19833,33.84,0.0,24.6,63.0,13.0
QLD1,2000/01/07 18:00,5243.18833,31.63,0.0,24.1,65.0,14.8
QLD1,2000/01/07 18:30,5130.065,24.53,0.0,23.8,66.0,16.6
QLD1,2000/01/07 19:00,5151.65833,24.53,0.0,23.5,66.0,14.8
QLD1,2000/01/07 19:30,5206.58833,29.75,0.0,23.4,67.0,14.8
QLD1,2000/01/07 20:00,5138.435,27.1,0.0,23.3,67.0,14.8
QLD1,2000/01/07 20:30,5005.005,24.5,0.0,23.1,68.0,13.0
QLD1,2000/01/07 21:00,4923.24667,22.28,0.0,23.0,67.0,9.4
QLD1,2000/01/07 21:30,4815.205,20.95,0.0,22.7,69.0,7.6
QLD1,2000/01/07 22:00,4674.84833,20.81,0.0,22.3,71.0,7.6
QLD1,2000/01/07 22:30,4709.01833,22.72,0.0,21.5,81.0,14.8
QLD1,2000/01/07 23:00,4808.73167,28.85,0.0,21.3,84.0,14.8
