State,SETTLEMENTDATE,TOTALDEMAND,RRP,Precipitation,AirTemp,Humidity,WindSpeed
SA1,2000-03-12 16:30:00,1931.47167,33.46,0.0,33.6,26.0,14.8
SA1,2000-03-12 17:00:00,1933.19,36.12,0.0,33.8,26.0,11.2
SA1,2000-03-12 17:30:00,1935.25667,34.66,0.0,33.8,28.0,9.4
SA1,2000-03-12 18:00:00,1921.35833,34.63,0.0,33.6,28.0,9.4
SA1,2000-03-12 18:30:00,1897.985,36.71,0.0,32.8,27.0,13.0
SA1,2000-03-12 19:00:00,1862.435,54.34,0.0,32.4,30.0,9.4
SA1,2000-03-12 19:30:00,1835.65667,53.15,0.0,30.8,34.0,5.4
SA1,2000-03-12 20:00:00,1847.7,53.01,0.0,29.8,36.0,5.4
SA1,2000-03-12 20:30:00,1806.04,46.49,0.0,28.6,41.0,0.0
SA1,2000-03-12 21:00:00,1738.77667,34.65,0.0,27.8,43.0,9.4
SA1,2000-03-12 21:30:00,1681.37167,33.32,0.0,27.0,47.0,5.4
SA1,2000-03-12 22:00:00,1618.66667,33.29,0.0,26.1,54.0,0.0
SA1,2000-03-12 22:30:00,1539.44833,36.52,0.0,25.5,55.0,0.0
SA1,2000-03-12 23:00:00,1522.82333,36.52,0.0,24.9,57.0,0.0
SA1,2000-03-12 23:30:00,1517.28333,36.52,0.0,26.2,42.0,11.2
SA1,2000-03-13 00:00:00,1548.57833,36.52,0.0,26.1,40.0,11.2
SA1,2000-03-13 00:30:00,1534.66667,40.67,0.0,25.7,43.0,13.0
SA1,2000-03-13 01:00:00,1533.86333,40.66,0.0,26.6,39.0,16.6
SA1,2000-03-13 01:30:00,1440.35,34.6,0.0,26.7,42.0,11.2
SA1,2000-03-13 02:00:00,1340.845,33.16,0.0,26.3,43.0,13.0
SA1,2000-03-13 02:30:00,1286.19167,25.08,0.0,26.6,41.0,13.0
SA1,2000-03-13 03:00:00,1247.195,25.08,0.0,27.2,38.0,14.8
SA1,2000-03-13 03:30:00,1229.385,24.73,0.0,27.3,38.0,14.8
SA1,2000-03-13 04:00:00,1231.665,24.39,0.0,26.9,40.0,13.0
SA1,2000-03-13 04:30:00,1242.6,26.41,0.0,26.5,41.0,11.2
SA1,2000-03-13 05:00:00,1264.8,26.49,0.0,26.6,41.0,11.2
SA1,2000-03-13 05:30:00,1299.88833,34.95,0.0,26.4,41.0,13.0
SA1,2000-03-13 06:00:00,1388.18167,35.01,0.0,26.0,44.0,11.2
SA1,2000-03-13 06:30:00,1485.9,40.06,0.0,25.2,51.0,7.6
SA1,2000-03-13 07:00:00,1620.665,40.1,0.0,24.8,50.0,9.4
SA1,2000-03-13 07:30:00,1718.49333,40.25,0.0,26.6,44.0,11.2
SA1,2000-03-13 08:00:00,1744.65167,40.14,0.0,27.4,42.0,14.8
SA1,2000-03-13 08:30:00,1800.75167,44.02,0.0,26.6,45.0,14.8
SA1,2000-03-13 09:00:00,1892.73,53.48,0.0,27.9,43.0,14.8
SA1,2000-03-13 09:30:00,1933.56,66.08,0.0,24.5,75.0,13.0
SA1,2000-03-13 10:00:00,1952.91333,41.33,0.0,25.7,71.0,9.4
SA1,2000-03-13 10:30:00,1968.23167,49.8,0.0,26.3,68.0,22.3
SA1,2000-03-13 11:00:00,1963.78167,56.13,0.0,23.1,79.0,22.3
SA1,2000-03-13 11:30:00,1941.235,57.26,0.0,22.7,81.0,20.5
SA1,2000-03-13 12:00:00,1909.08,52.76,0.0,22.7,78.0,18.4
SA1,2000-03-13 12:30:00,1912.665,52.96,0.0,22.4,76.0,18.4
SA1,2000-03-13 13:00:00,1905.07667,58.45,0.0,22.9,73.0,20.5
SA1,2000-03-13 13:30:00,1882.29667,65.07,0.0,22.4,75.0,18.4
SA1,2000-03-13 14:00:00,1880.35667,65.07,0.0,21.8,76.0,20.5
SA1,2000-03-13 14:30:00,1858.71667,61.05,0.0,22.2,73.0,20.5
SA1,2000-03-13 15:00:00,1844.35833,64.83,0.0,22.6,70.0,18.4
SA1,2000-03-13 15:30:00,1806.65333,66.36,0.0,22.3,71.0,18.4
SA1,2000-03-13 16:00:00,1772.57667,67.51,0.0,22.5,67.0,22.3
SA1,2000-03-13 16:30:00,1750.56167,67.52,0.0,21.9,66.0,24.1
SA1,2000-03-13 17:00:00,1727.03833,67.52,0.0,21.8,68.0,22.3
SA1,2000-03-13 17:30:00,1683.53167,53.02,0.0,22.9,66.0,25.9
SA1,2000-03-13 18:00:00,1605.64333,52.83,0.0,23.3,59.0,20.5
SA1,2000-03-13 18:30:00,1552.04833,41.49,0.0,22.6,59.0,27.7
SA1,2000-03-13 19:00:00,1513.51,57.18,0.0,21.0,75.0,24.1
SA1,2000-03-13 19:30:00,1498.28667,51.1,0.0,20.6,74.0,22.3
SA1,2000-03-13 20:00:00,1529.94167,48.69,0.0,20.5,75.0,18.4
SA1,2000-03-13 20:30:00,1501.77667,33.26,0.0,20.3,76.0,22.3
SA1,2000-03-13 21:00:00,1440.52167,28.61,0.0,20.1,69.0,18.4
SA1,2000-03-13 21:30:00,1405.06333,36.55,0.0,19.7,69.0,14.8
SA1,2000-03-13 22:00:00,1359.63833,29.84,0.0,19.4,68.0,14.8
SA1,2000-03-13 22:30:00,1319.22167,26.56,0.0,19.0,66.0,14.8
SA1,2000-03-13 23:00:00,1326.12,27.11,0.0,18.8,59.0,16.6
SA1,2000-03-13 23:30:00,1361.995,37.98,0.0,18.2,64.0,13.0
SA1,2000-03-14 00:00:00,1421.02833,35.27,0.0,17.5,68.0,9.4
SA1,2000-03-14 00:30:00,1418.265,40.06,0.0,16.9,72.0,7.6
SA1,2000-03-14 01:00:00,1430.91167,40.07,0.0,16.3,75.0,7.6
SA1,2000-03-14 01:30:00,1340.81333,31.5,0.0,16.3,76.0,7.6
SA1,2000-03-14 02:00:00,1237.605,13.01,0.0,16.5,74.0,9.4
SA1,2000-03-14 02:30:00,1186.06833,12.51,0.0,16.5,72.0,9.4
SA1,2000-03-14 03:00:00,1153.76667,11.98,0.0,16.6,74.0,7.6
SA1,2000-03-14 03:30:00,1133.91667,11.62,0.0,16.6,72.0,11.2
SA1,2000-03-14 04:00:00,1116.33667,9.71,0.0,16.7,70.0,9.4
SA1,2000-03-14 04:30:00,1131.54833,11.86,0.0,16.5,69.0,11.2
SA1,2000-03-14 05:00:00,1151.01667,13.72,0.0,16.3,66.0,9.4
SA1,2000-03-14 05:30:00,1175.25833,20.54,0.0,16.0,67.0,7.6
SA1,2000-03-14 06:00:00,1260.02167,28.63,0.0,15.8,65.0,7.6
SA1,2000-03-14 06:30:00,1349.715,34.76,0.0,15.4,67.0,11.2
SA1,2000-03-14 07:00:00,1461.54167,43.83,0.0,15.6,67.0,7.6
SA1,2000-03-14 07:30:00,1526.4,46.52,0.0,16.1,65.0,11.2
SA1,2000-03-14 08:00:00,1513.445,46.51,0.0,16.7,62.0,9.4
SA1,2000-03-14 08:30:00,1531.9,35.14,0.0,16.9,60.0,11.2
SA1,2000-03-14 09:00:00,1562.28333,35.32,0.0,16.9,65.0,18.4
SA1,2000-03-14 09:30:00,1579.75,35.79,0.0,17.5,63.0,14.8
SA1,2000-03-14 10:00:00,1586.14667,35.54,0.0,18.7,55.0,14.8
SA1,2000-03-14 10:30:00,1569.39667,32.65,0.0,19.7,54.0,11.2
SA1,2000-03-14 11:00:00,1592.765,38.01,0.0,18.8,58.0,18.4
SA1,2000-03-14 11:30:00,1594.18833,36.9,0.0,18.1,64.0,18.4
SA1,2000-03-14 12:00:00,1584.6,36.23,0.0,18.7,67.0,14.8
SA1,2000-03-14 12:30:00,1591.54333,34.9,0.0,18.6,63.0,7.6
SA1,2000-03-14 13:00:00,1612.34833,35.69,0.0,18.2,66.0,11.2
SA1,2000-03-14 13:30:00,1612.87833,43.74,0.0,18.7,60.0,14.8
SA1,2000-03-14 14:00:00,1605.65167,40.91,0.0,19.6,58.0,7.6
SA1,2000-03-14 14:30:00,1598.17667,42.45,0.0,19.5,57.0,18.4
SA1,2000-03-14 15:00:00,1583.145,42.29,0.0,19.7,58.0,14.8
SA1,2000-03-14 15:30:00,1566.555,50.46,0.0,19.8,56.0,14.8
SA1,2000-03-14 16:00:00,1575.09833,38.14,0.0,20.0,55.0,13.0
SA1,2000-03-14 16:30:00,1560.31667,34.95,0.0,19.7,56.0,11.2
SA1,2000-03-14 17:00:00,1546.03167,34.95,0.0,19.3,56.0,14.8
SA1,2000-03-14 17:30:00,1510.96667,35.42,0.0,19.2,55.0,14.8
SA1,2000-03-14 18:00:00,1462.49333,25.85,0.0,18.9,54.0,14.8
SA1,2000-03-14 18:30:00,1394.76,15.74,0.0,18.7,55.0,14.8
SA1,2000-03-14 19:00:00,1363.16667,15.38,0.0,18.5,54.0,11.2
SA1,2000-03-14 19:30:00,1393.65167,23.14,0.0,17.8,57.0,14.8
SA1,2000-03-14 20:00:00,1433.06667,36.58,0.0,16.8,58.0,14.8
SA1,2000-03-14 20:30:00,1393.43,34.95,0.0,16.2,59.0,14.8
SA1,2000-03-14 21:00:00,1368.22333,33.55,0.0,15.8,64.0,11.2
SA1,2000-03-14 21:30:00,1339.005,36.56,0.0,15.6,63.0,11.2
SA1,2000-03-14 22:00:00,1298.415,28.45,0.0,15.4,62.0,11.2
SA1,2000-03-14 22:30:00,1256.555,34.95,0.0,15.2,64.0,7.6
SA1,2000-03-14 23:00:00,1280.44833,34.95,0.0,14.9,66.0,7.6
SA1,2000-03-14 23:30:00,1327.67167,40.07,0.0,14.7,67.0,1.8
SA1,2000-03-15 00:00:00,1403.565,40.08,0.0,14.6,66.0,0.0
SA1,2000-03-15 00:30:00,1408.38,40.08,0.0,14.4,66.0,7.6
SA1,2000-03-15 01:00:00,1444.16167,40.08,0.0,13.9,73.0,0.0
SA1,2000-03-15 01:30:00,1348.925,33.54,0.0,13.7,73.0,0.0
SA1,2000-03-15 02:00:00,1244.50333,13.71,0.0,14.2,73.0,1.8
SA1,2000-03-15 02:30:00,1165.58333,13.02,0.0,13.7,76.0,5.4
SA1,2000-03-15 03:00:00,1124.02667,12.18,0.0,13.8,75.0,3.6
SA1,2000-03-15 03:30:00,1081.03333,8.71,0.0,13.2,79.0,0.0
SA1,2000-03-15 04:00:00,1070.96667,9.9,0.0,13.1,79.0,0.0
SA1,2000-03-15 04:30:00,1092.06333,13.44,0.0,13.0,80.0,0.0
SA1,2000-03-15 05:00:00,1115.18667,19.16,0.0,13.2,80.0,5.4
SA1,2000-03-15 05:30:00,1161.71667,21.33,0.0,13.9,75.0,7.6
SA1,2000-03-15 06:00:00,1215.16167,25.84,0.0,14.0,76.0,1.8
SA1,2000-03-15 06:30:00,1309.37833,31.77,0.0,13.9,76.0,5.4
SA1,2000-03-15 07:00:00,1412.18667,46.5,0.0,13.9,73.0,7.6
SA1,2000-03-15 07:30:00,1488.54667,46.5,0.0,13.6,75.0,0.0
SA1,2000-03-15 08:00:00,1467.37167,26.49,0.0,14.1,74.0,1.8
SA1,2000-03-15 08:30:00,1482.21667,30.88,0.0,14.6,74.0,5.4
SA1,2000-03-15 09:00:00,1512.37,34.96,0.0,16.1,70.0,5.4
SA1,2000-03-15 09:30:00,1520.35667,30.45,0.0,17.5,60.0,3.6
SA1,2000-03-15 10:00:00,1523.06167,27.9,0.0,18.5,56.0,5.4
SA1,2000-03-15 10:30:00,1556.41,25.06,0.0,19.0,54.0,5.4
SA1,2000-03-15 11:00:00,1553.82667,17.99,0.0,20.1,52.0,7.6
SA1,2000-03-15 11:30:00,1583.28,26.49,0.0,20.7,50.0,9.4
SA1,2000-03-15 12:00:00,1583.97,26.49,0.0,21.1,50.0,7.6
SA1,2000-03-15 12:30:00,1581.985,26.41,0.0,21.6,51.0,13.0
SA1,2000-03-15 13:00:00,1600.40167,26.41,0.0,20.6,52.0,14.8
SA1,2000-03-15 13:30:00,1623.715,65.07,0.0,20.3,56.0,16.6
SA1,2000-03-15 14:00:00,1620.03333,65.07,0.0,20.7,58.0,13.0
SA1,2000-03-15 14:30:00,1612.68333,65.07,0.0,20.8,56.0,14.8
SA1,2000-03-15 15:00:00,1615.64333,65.07,0.0,20.8,56.0,16.6
SA1,2000-03-15 15:30:00,1590.90333,33.33,0.0,20.0,55.0,13.0
SA1,2000-03-15 16:00:00,1586.25,26.49,0.0,21.0,53.0,11.2
SA1,2000-03-15 16:30:00,1579.615,26.49,0.0,21.4,52.0,11.2
SA1,2000-03-15 17:00:00,1569.02833,26.49,0.0,21.7,51.0,16.6
SA1,2000-03-15 17:30:00,1534.16667,18.02,0.0,21.3,54.0,14.8
SA1,2000-03-15 18:00:00,1476.26167,13.73,0.0,20.7,56.0,16.6
SA1,2000-03-15 18:30:00,1447.155,13.45,0.0,20.3,59.0,14.8
SA1,2000-03-15 19:00:00,1390.95333,14.21,0.0,19.4,64.0,14.8
SA1,2000-03-15 19:30:00,1407.32333,19.5,0.0,18.6,66.0,13.0
SA1,2000-03-15 20:00:00,1434.67167,26.41,0.0,18.1,60.0,18.4
SA1,2000-03-15 20:30:00,1422.57833,20.25,0.0,17.4,61.0,13.0
SA1,2000-03-15 21:00:00,1395.28333,26.49,0.0,16.7,64.0,14.8
SA1,2000-03-15 21:30:00,1377.59833,26.49,0.0,16.3,67.0,16.6
SA1,2000-03-15 22:00:00,1333.53833,14.79,0.0,15.8,71.0,13.0
SA1,2000-03-15 22:30:00,1302.62833,22.73,0.0,15.7,70.0,9.4
SA1,2000-03-15 23:00:00,1324.71333,31.04,0.0,15.4,74.0,0.0
SA1,2000-03-15 23:30:00,1358.61333,40.06,0.0,15.3,73.0,5.4
SA1,2000-03-16 00:00:00,1427.50833,40.06,0.0,15.4,72.0,7.6
SA1,2000-03-16 00:30:00,1438.94667,40.06,0.0,15.1,75.0,0.0
SA1,2000-03-16 01:00:00,1452.32333,40.06,0.0,15.2,72.0,7.6
SA1,2000-03-16 01:30:00,1364.84667,34.95,0.0,15.0,73.0,1.8
SA1,2000-03-16 02:00:00,1265.115,18.15,0.0,15.0,73.0,7.6
SA1,2000-03-16 02:30:00,1179.94667,15.08,0.0,14.7,77.0,1.8
SA1,2000-03-16 03:00:00,1126.52,12.42,0.0,14.6,77.0,3.6
SA1,2000-03-16 03:30:00,1103.42333,12.06,0.0,14.2,77.0,3.6
SA1,2000-03-16 04:00:00,1083.96,11.59,0.0,14.1,75.0,5.4
SA1,2000-03-16 04:30:00,1070.825,12.58,0.0,14.0,75.0,1.8
SA1,2000-03-16 05:00:00,1092.37833,14.04,0.0,13.8,76.0,7.6
SA1,2000-03-16 05:30:00,1144.60333,22.19,0.0,13.5,79.0,0.0
SA1,2000-03-16 06:00:00,1236.965,28.6,0.0,13.4,80.0,0.0
SA1,2000-03-16 06:30:00,1334.54333,46.5,0.0,13.2,83.0,1.8
SA1,2000-03-16 07:00:00,1464.92833,46.5,0.0,13.1,85.0,0.0
SA1,2000-03-16 07:30:00,1521.65333,43.18,0.0,13.4,83.0,0.0
SA1,2000-03-16 08:00:00,1505.22833,43.18,0.0,14.2,79.0,0.0
SA1,2000-03-16 08:30:00,1503.75,33.54,0.0,15.0,76.0,7.6
SA1,2000-03-16 09:00:00,1528.725,34.95,0.0,15.9,71.0,3.6
SA1,2000-03-16 09:30:00,1540.76,32.99,0.0,16.7,68.0,0.0
SA1,2000-03-16 10:00:00,1554.285,32.23,0.0,18.3,61.0,5.4
SA1,2000-03-16 10:30:00,1554.02333,25.84,0.0,19.6,56.0,5.4
SA1,2000-03-16 11:00:00,1559.675,34.85,0.0,20.5,51.0,5.4
SA1,2000-03-16 11:30:00,1562.97667,28.99,0.0,21.5,46.0,5.4
SA1,2000-03-16 12:00:00,1563.005,25.67,0.0,22.4,46.0,7.6
SA1,2000-03-16 12:30:00,1578.87,26.41,0.0,22.8,45.0,7.6
SA1,2000-03-16 13:00:00,1631.56833,65.07,0.0,22.6,46.0,3.6
SA1,2000-03-16 13:30:00,1645.69167,65.07,0.0,23.2,47.0,11.2
SA1,2000-03-16 14:00:00,1635.115,65.07,0.0,23.5,48.0,13.0
SA1,2000-03-16 14:30:00,1657.1,65.07,0.0,23.4,48.0,11.2
SA1,2000-03-16 15:00:00,1642.07333,65.07,0.0,22.9,49.0,13.0
SA1,2000-03-16 15:30:00,1624.03,65.07,0.0,23.6,50.0,13.0
SA1,2000-03-16 16:00:00,1616.425,67.51,0.0,22.9,52.0,11.2
SA1,2000-03-16 16:30:00,1604.02833,67.51,0.0,22.8,56.0,9.4
SA1,2000-03-16 17:00:00,1560.345,46.71,0.0,22.8,54.0,11.2
SA1,2000-03-16 17:30:00,1568.36833,43.15,0.0,22.5,55.0,9.4
SA1,2000-03-16 18:00:00,1524.275,31.27,0.0,22.0,58.0,11.2
SA1,2000-03-16 18:30:00,1486.42333,26.51,0.0,21.7,59.0,7.6
SA1,2000-03-16 19:00:00,1476.01,35.3,0.0,22.3,60.0,7.6
SA1,2000-03-16 19:30:00,1492.76833,36.4,0.0,21.3,65.0,1.8
SA1,2000-03-16 20:00:00,1517.87333,36.55,0.0,20.5,68.0,3.6
SA1,2000-03-16 20:30:00,1506.46833,34.95,0.0,20.2,71.0,0.0
SA1,2000-03-16 21:00:00,1459.12167,17.39,0.0,20.1,72.0,0.0
SA1,2000-03-16 21:30:00,1427.00333,34.3,0.0,19.8,75.0,0.0
SA1,2000-03-16 22:00:00,1361.35333,15.7,0.0,19.3,76.0,0.0
SA1,2000-03-16 22:30:00,1326.56167,33.05,0.0,19.2,76.0,0.0
SA1,2000-03-16 23:00:00,1361.21667,34.95,0.0,19.0,78.0,0.0
SA1,2000-03-16 23:30:00,1388.67667,40.06,0.0,18.9,79.0,0.0
SA1,2000-03-17 00:00:00,1444.65333,40.08,0.0,18.6,82.0,0.0
SA1,2000-03-17 00:30:00,1446.18833,40.08,0.0,18.5,82.0,1.8
SA1,2000-03-17 01:00:00,1466.49333,40.07,0.0,18.4,82.0,0.0
SA1,2000-03-17 01:30:00,1376.545,33.46,0.0,18.5,78.0,1.8
SA1,2000-03-17 02:00:00,1276.06667,30.07,0.0,18.4,80.0,5.4
SA1,2000-03-17 02:30:00,1206.795,20.78,0.0,18.2,81.0,7.6
SA1,2000-03-17 03:00:00,1162.59167,14.57,0.0,18.3,80.0,9.4
SA1,2000-03-17 03:30:00,1140.40667,13.77,0.0,18.2,81.0,1.8
SA1,2000-03-17 04:00:00,1131.76833,13.72,0.0,18.2,81.0,3.6
SA1,2000-03-17 04:30:00,1131.13833,14.68,0.0,18.0,81.0,5.4
SA1,2000-03-17 05:00:00,1158.52,16.49,0.0,17.8,82.0,5.4
SA1,2000-03-17 05:30:00,1205.155,28.17,0.0,17.8,80.0,7.6
SA1,2000-03-17 06:00:00,1278.44,34.6,0.0,17.8,80.0,9.4
SA1,2000-03-17 06:30:00,1383.505,54.23,0.0,18.7,70.0,11.2
SA1,2000-03-17 07:00:00,1499.845,62.01,0.0,22.6,45.0,13.0
SA1,2000-03-17 07:30:00,1589.97833,54.71,0.0,24.8,38.0,14.8
SA1,2000-03-17 08:00:00,1579.47833,42.9,0.0,25.7,37.0,14.8
SA1,2000-03-17 08:30:00,1643.89167,35.25,0.0,27.0,34.0,14.8
SA1,2000-03-17 09:00:00,1701.815,35.15,0.0,28.5,31.0,18.4
SA1,2000-03-17 09:30:00,1740.93833,35.95,0.0,29.7,27.0,22.3
SA1,2000-03-17 10:00:00,1784.235,36.08,0.0,30.7,25.0,24.1
SA1,2000-03-17 10:30:00,1810.22333,38.81,0.0,32.0,23.0,22.3
SA1,2000-03-17 11:00:00,1834.22833,40.09,0.0,33.0,21.0,25.9
SA1,2000-03-17 11:30:00,1887.10167,43.24,0.0,33.6,20.0,24.1
SA1,2000-03-17 12:00:00,1940.78667,46.83,0.0,35.1,18.0,22.3
SA1,2000-03-17 12:30:00,1991.255,56.82,0.0,36.3,18.0,24.1
SA1,2000-03-17 13:00:00,2059.61167,65.07,0.0,36.6,17.0,27.7
SA1,2000-03-17 13:30:00,2122.205,65.09,0.0,37.0,17.0,33.5
SA1,2000-03-17 15:00:00,2210.35667,65.25,0.0,37.4,20.0,25.9
SA1,2000-03-17 15:30:00,2238.55,65.76,0.0,37.1,22.0,29.5
SA1,2000-03-17 16:00:00,2276.675,71.35,0.0,37.2,23.0,33.5
SA1,2000-03-17 16:30:00,2275.87,132.12,0.0,37.4,24.0,31.3
SA1,2000-03-17 17:00:00,2252.97167,159.25,0.0,37.4,21.0,35.3
SA1,2000-03-17 17:30:00,2218.14,159.32,0.0,37.9,21.0,27.7
SA1,2000-03-17 18:00:00,2167.56833,159.28,0.0,36.8,25.0,25.9
SA1,2000-03-17 18:30:00,2101.62667,159.28,0.0,35.9,28.0,24.1
SA1,2000-03-17 19:00:00,2084.94333,159.54,0.0,36.0,27.0,25.9
SA1,2000-03-17 19:30:00,2081.95,2429.37,0.0,35.7,26.0,22.3
SA1,2000-03-17 20:00:00,2090.255,159.5,0.0,35.3,28.0,20.5
SA1,2000-03-17 20:30:00,2033.62,159.32,0.0,35.0,28.0,20.5
SA1,2000-03-17 21:30:00,1906.135,159.21,0.0,28.5,52.0,9.4
SA1,2000-03-17 22:00:00,1839.57667,159.2,0.0,28.1,54.0,7.6
SA1,2000-03-17 22:30:00,1759.045,159.19,0.0,27.7,52.0,16.6
SA1,2000-03-17 23:00:00,1713.07167,159.2,0.0,26.6,54.0,18.4
SA1,2000-03-17 23:30:00,1665.675,118.41,0.0,25.3,62.0,18.4
SA1,2000-03-18 00:00:00,1678.41,40.12,0.0,24.5,66.0,11.2
SA1,2000-03-18 00:30:00,1624.29833,40.12,0.0,24.2,67.0,11.2
SA1,2000-03-18 01:00:00,1610.32,59.4,0.0,23.8,69.0,20.5
SA1,2000-03-18 01:30:00,1506.63667,159.21,0.0,23.1,72.0,18.4
SA1,2000-03-18 02:00:00,1412.16,95.5,0.0,22.3,73.0,14.8
SA1,2000-03-18 02:30:00,1323.03667,159.2,0.0,21.9,67.0,11.2
SA1,2000-03-18 03:00:00,1267.685,159.19,0.0,21.3,53.0,16.6
SA1,2000-03-18 03:30:00,1235.17667,159.19,0.0,20.8,57.0,16.6
SA1,2000-03-18 04:00:00,1207.585,159.19,0.0,20.5,65.0,16.6
SA1,2000-03-18 04:30:00,1181.29333,19.6,0.0,20.3,61.0,14.8
SA1,2000-03-18 05:00:00,1174.915,21.85,0.0,19.8,68.0,14.8
SA1,2000-03-18 05:30:00,1194.605,23.68,0.0,19.6,71.0,16.6
SA1,2000-03-18 06:00:00,1219.535,25.01,0.0,19.5,72.0,11.2
SA1,2000-03-18 06:30:00,1249.52167,32.72,0.0,19.5,73.0,13.0
SA1,2000-03-18 07:00:00,1283.11,42.09,0.0,19.4,74.0,14.8
SA1,2000-03-18 07:30:00,1313.21,37.66,0.0,19.2,75.0,14.8
SA1,2000-03-18 08:00:00,1330.485,39.98,0.0,19.3,75.0,16.6
SA1,2000-03-18 08:30:00,1360.29667,36.99,0.0,19.5,75.0,13.0
SA1,2000-03-18 09:00:00,1388.65667,39.27,0.0,19.6,73.0,14.8
SA1,2000-03-18 09:30:00,1394.65,42.35,0.0,19.8,70.0,13.0
SA1,2000-03-18 10:00:00,1401.56167,47.35,0.0,20.3,65.0,13.0
SA1,2000-03-18 10:30:00,1411.90833,47.12,0.0,20.6,63.0,13.0
SA1,2000-03-18 11:00:00,1402.06833,47.76,0.0,21.5,61.0,13.0
SA1,2000-03-18 11:30:00,1412.41333,39.71,0.0,21.5,60.0,14.8
SA1,2000-03-18 12:00:00,1411.285,47.73,0.0,22.5,60.0,14.8
SA1,2000-03-18 12:30:00,1408.08333,48.6,0.0,22.9,61.0,14.8
SA1,2000-03-18 13:00:00,1410.80167,48.69,0.0,23.8,57.0,14.8
SA1,2000-03-18 13:30:00,1412.03333,46.23,0.0,24.0,56.0,14.8
SA1,2000-03-18 14:00:00,1410.42333,43.43,0.0,23.3,58.0,16.6
SA1,2000-03-18 14:30:00,1414.07833,47.08,0.0,24.0,56.0,14.8
SA1,2000-03-18 15:00:00,1397.66,47.34,0.0,24.0,56.0,18.4
SA1,2000-03-18 15:30:00,1388.835,39.31,0.0,22.6,60.0,16.6
SA1,2000-03-18 16:00:00,1376.615,47.74,0.0,22.5,61.0,16.6
SA1,2000-03-18 16:30:00,1376.385,49.47,0.0,22.9,60.0,18.4
SA1,2000-03-18 17:00:00,1365.23,48.98,0.0,22.4,63.0,16.6
SA1,2000-03-18 17:30:00,1348.27667,40.66,0.0,22.4,62.0,13.0
SA1,2000-03-18 18:00:00,1339.09333,36.39,0.0,22.3,64.0,13.0
SA1,2000-03-18 18:30:00,1326.32167,44.03,0.0,21.9,65.0,1.8
SA1,2000-03-18 19:00:00,1317.25,48.89,0.0,21.4,63.0,11.2
SA1,2000-03-18 19:30:00,1335.09,46.92,0.0,20.4,66.0,13.0
SA1,2000-03-18 20:00:00,1349.89167,35.98,0.0,19.7,69.0,11.2
SA1,2000-03-18 20:30:00,1321.43167,35.58,0.0,19.3,69.0,9.4
SA1,2000-03-18 21:00:00,1291.9,34.61,0.0,19.0,72.0,7.6
SA1,2000-03-18 21:30:00,1265.17833,32.87,0.0,18.7,73.0,5.4
SA1,2000-03-18 22:00:00,1255.28,28.12,0.0,18.6,74.0,9.4
SA1,2000-03-18 22:30:00,1249.56333,32.16,0.0,18.4,76.0,7.6
SA1,2000-03-18 23:00:00,1274.86,25.92,0.0,18.1,75.0,11.2
SA1,2000-03-18 23:30:00,1309.34333,29.69,0.0,17.9,75.0,11.2
SA1,2000-03-19 00:00:00,1380.49333,36.52,0.0,17.7,78.0,0.0
SA1,2000-03-19 00:30:00,1379.58667,41.85,0.0,17.4,80.0,0.0
SA1,2000-03-19 01:00:00,1387.04667,41.85,0.0,17.4,79.0,9.4
SA1,2000-03-19 01:30:00,1290.875,23.32,0.0,17.1,81.0,0.0
SA1,2000-03-19 02:00:00,1192.57167,17.53,0.0,16.9,82.0,1.8
SA1,2000-03-19 02:30:00,1126.295,13.46,0.0,16.9,81.0,7.6
SA1,2000-03-19 03:00:00,1079.44833,11.64,0.0,16.9,80.0,7.6
SA1,2000-03-19 03:30:00,1048.22667,9.39,0.0,16.9,80.0,5.4
SA1,2000-03-19 04:00:00,1036.43667,9.41,0.0,16.9,79.0,0.0
SA1,2000-03-19 04:30:00,1019.18833,8.6,0.0,16.6,84.0,0.0
SA1,2000-03-19 05:00:00,1015.23667,9.17,0.0,16.5,82.0,0.0
SA1,2000-03-19 05:30:00,1020.585,10.73,0.0,16.5,84.0,0.0
SA1,2000-03-19 06:00:00,1050.58667,11.31,0.0,16.6,82.0,0.0
SA1,2000-03-19 06:30:00,1060.03667,10.33,0.0,16.4,84.0,0.0
SA1,2000-03-19 07:00:00,1080.22667,11.14,0.0,16.4,84.0,0.0
SA1,2000-03-19 07:30:00,1087.75,11.17,0.0,16.3,84.0,0.0
SA1,2000-03-19 08:00:00,1101.44667,12.66,0.0,16.6,84.0,0.0
SA1,2000-03-19 08:30:00,1113.80667,13.23,0.0,17.0,81.0,5.4
SA1,2000-03-19 09:00:00,1140.595,17.07,0.0,18.0,79.0,0.0
SA1,2000-03-19 09:30:00,1160.16333,18.26,0.0,19.1,74.0,3.6
SA1,2000-03-19 10:00:00,1167.06833,18.26,0.0,20.2,68.0,7.6
SA1,2000-03-19 10:30:00,1177.39833,22.15,0.0,19.9,66.0,1.8
SA1,2000-03-19 11:00:00,1184.48833,24.73,0.0,20.4,65.0,3.6
SA1,2000-03-19 11:30:00,1199.34,30.43,0.0,21.9,60.0,9.4
SA1,2000-03-19 12:00:00,1205.71,30.39,0.0,21.3,64.0,14.8
SA1,2000-03-19 12:30:00,1213.62167,30.74,0.0,20.7,65.0,14.8
SA1,2000-03-19 13:00:00,1208.59,29.28,0.0,19.8,69.0,13.0
