State,SETTLEMENTDATE,TOTALDEMAND,RRP,Precipitation,AirTemp,Humidity,WindSpeed
SA1,2001-11-27 14:00:00,1541.47,21.29,0.0,18.4,54.0,13.0
SA1,2001-11-27 14:30:00,1535.85167,22.99,0.0,18.9,53.0,14.8
SA1,2001-11-27 15:00:00,1530.365,23.77,0.0,19.6,49.0,16.6
SA1,2001-11-27 15:30:00,1518.65167,23.05,0.0,19.0,50.0,13.0
SA1,2001-11-27 16:00:00,1506.93333,24.02,0.0,18.9,50.0,11.2
SA1,2001-11-27 16:30:00,1508.54833,23.42,0.0,19.2,50.0,18.4
SA1,2001-11-27 17:00:00,1494.72667,25.01,0.0,18.8,47.0,16.6
SA1,2001-11-27 17:30:00,1482.28167,24.34,0.0,19.8,42.0,14.8
SA1,2001-11-27 18:00:00,1447.19667,22.29,0.0,19.5,43.0,13.0
SA1,2001-11-27 18:30:00,1402.71333,18.42,0.0,19.1,44.0,18.4
SA1,2001-11-27 19:00:00,1375.53833,19.18,0.0,18.4,47.0,16.6
SA1,2001-11-27 19:30:00,1365.025,25.21,0.0,16.8,51.0,16.6
SA1,2001-11-27 20:00:00,1385.35667,26.27,0.0,16.0,56.0,11.2
SA1,2001-11-27 20:30:00,1423.03333,25.23,0.0,15.0,57.0,14.8
SA1,2001-11-27 21:00:00,1433.65333,21.87,0.0,14.2,62.0,11.2
SA1,2001-11-27 21:30:00,1418.14667,22.09,0.0,13.9,63.0,13.0
SA1,2001-11-27 22:00:00,1393.07333,19.68,0.0,14.0,62.0,11.2
SA1,2001-11-27 22:30:00,1369.04833,25.48,0.0,13.8,61.0,9.4
SA1,2001-11-27 23:00:00,1398.1,25.06,0.0,13.5,63.0,5.4
SA1,2001-11-27 23:30:00,1405.42667,26.35,0.0,13.1,64.0,3.6
SA1,2001-11-28 00:00:00,1493.705,26.53,0.0,12.9,63.0,5.4
SA1,2001-11-28 00:30:00,1492.78333,25.91,0.0,13.0,62.0,7.6
SA1,2001-11-28 01:00:00,1508.35333,26.21,0.0,12.9,62.0,1.8
SA1,2001-11-28 01:30:00,1420.675,22.46,0.0,12.3,66.0,0.0
SA1,2001-11-28 02:00:00,1319.79333,18.61,0.0,11.9,68.0,0.0
SA1,2001-11-28 02:30:00,1249.79333,17.22,0.0,11.4,71.0,0.0
SA1,2001-11-28 03:00:00,1195.64833,15.37,0.0,11.1,72.0,0.0
SA1,2001-11-28 03:30:00,1161.33833,13.23,0.0,10.7,75.0,0.0
SA1,2001-11-28 04:00:00,1125.18167,10.01,0.0,10.6,74.0,0.0
SA1,2001-11-28 04:30:00,1136.04,12.53,0.0,10.4,76.0,0.0
SA1,2001-11-28 05:00:00,1147.55667,14.89,0.0,10.2,76.0,3.6
SA1,2001-11-28 05:30:00,1176.36333,17.65,0.0,9.9,78.0,0.0
SA1,2001-11-28 06:00:00,1256.68333,22.38,0.0,9.6,79.0,0.0
SA1,2001-11-28 06:30:00,1355.79167,28.41,0.0,9.8,78.0,0.0
SA1,2001-11-28 07:00:00,1494.55333,31.27,0.0,11.1,74.0,5.4
SA1,2001-11-28 07:30:00,1546.90167,26.21,0.0,13.5,64.0,7.6
SA1,2001-11-28 08:00:00,1499.94333,26.27,0.0,14.9,56.0,11.2
SA1,2001-11-28 08:30:00,1519.08833,26.3,0.0,16.3,52.0,1.8
SA1,2001-11-28 09:00:00,1521.34167,26.3,0.0,17.4,48.0,3.6
SA1,2001-11-28 09:30:00,1541.89667,26.33,0.0,18.0,48.0,9.4
SA1,2001-11-28 10:00:00,1544.585,26.3,0.0,18.8,41.0,9.4
SA1,2001-11-28 10:30:00,1555.19333,26.99,0.0,19.1,42.0,11.2
SA1,2001-11-28 11:00:00,1551.23,27.21,0.0,20.8,39.0,9.4
SA1,2001-11-28 11:30:00,1565.01167,26.85,0.0,20.5,38.0,7.6
SA1,2001-11-28 12:00:00,1575.98667,26.32,0.0,21.0,41.0,11.2
SA1,2001-11-28 12:30:00,1571.325,26.16,0.0,22.0,39.0,7.6
SA1,2001-11-28 13:00:00,1598.18333,26.3,0.0,22.0,38.0,16.6
SA1,2001-11-28 13:30:00,1617.54,26.3,0.0,23.0,34.0,14.8
SA1,2001-11-28 14:00:00,1619.23667,26.3,0.0,22.9,33.0,13.0
SA1,2001-11-28 14:30:00,1599.59167,26.3,0.0,22.7,36.0,14.8
SA1,2001-11-28 15:00:00,1591.775,26.3,0.0,23.2,32.0,13.0
SA1,2001-11-28 15:30:00,1590.6,26.3,0.0,23.3,26.0,13.0
SA1,2001-11-28 16:00:00,1575.44167,26.3,0.0,23.8,22.0,16.6
SA1,2001-11-28 16:30:00,1570.345,26.27,0.0,23.7,15.0,13.0
SA1,2001-11-28 17:00:00,1548.21,26.26,0.0,24.2,19.0,11.2
SA1,2001-11-28 17:30:00,1528.79833,24.86,0.0,23.8,19.0,11.2
SA1,2001-11-28 18:00:00,1464.59167,23.11,0.0,23.9,21.0,13.0
SA1,2001-11-28 18:30:00,1432.95667,20.05,0.0,22.7,24.0,9.4
SA1,2001-11-28 19:00:00,1386.68167,19.35,0.0,22.3,25.0,13.0
SA1,2001-11-28 19:30:00,1379.47167,21.38,0.0,20.8,30.0,14.8
SA1,2001-11-28 20:00:00,1385.06333,22.25,0.0,19.4,45.0,14.8
SA1,2001-11-28 20:30:00,1429.38,20.56,0.0,17.8,51.0,11.2
SA1,2001-11-28 21:00:00,1415.67,19.66,0.0,17.0,52.0,7.6
SA1,2001-11-28 21:30:00,1393.74833,19.06,0.0,16.4,55.0,3.6
SA1,2001-11-28 22:00:00,1385.405,17.89,0.0,15.8,55.0,11.2
SA1,2001-11-28 22:30:00,1358.005,21.16,0.0,15.4,55.0,9.4
SA1,2001-11-28 23:00:00,1371.48167,20.08,0.0,15.0,55.0,9.4
SA1,2001-11-28 23:30:00,1390.48167,23.1,0.0,14.5,55.0,9.4
SA1,2001-11-29 00:00:00,1484.52333,23.47,0.0,14.1,59.0,7.6
SA1,2001-11-29 00:30:00,1480.74167,22.39,0.0,13.8,58.0,13.0
SA1,2001-11-29 01:00:00,1481.975,20.14,0.0,13.5,62.0,7.6
SA1,2001-11-29 01:30:00,1395.22333,20.69,0.0,13.6,60.0,14.8
SA1,2001-11-29 02:00:00,1300.33,18.28,0.0,13.2,64.0,0.0
SA1,2001-11-29 02:30:00,1215.92167,15.58,0.0,12.9,65.0,1.8
SA1,2001-11-29 03:00:00,1171.43667,11.97,0.0,12.5,66.0,5.4
SA1,2001-11-29 03:30:00,1144.10333,4.74,0.0,12.2,70.0,1.8
SA1,2001-11-29 04:00:00,1130.54667,5.58,0.0,11.7,70.0,1.8
SA1,2001-11-29 04:30:00,1110.965,10.38,0.0,11.8,70.0,5.4
SA1,2001-11-29 05:00:00,1135.99667,14.26,0.0,11.5,71.0,3.6
SA1,2001-11-29 05:30:00,1169.98167,18.24,0.0,11.2,72.0,1.8
SA1,2001-11-29 06:00:00,1239.89,21.18,0.0,10.8,74.0,0.0
SA1,2001-11-29 06:30:00,1323.23,24.69,0.0,10.8,75.0,0.0
SA1,2001-11-29 07:00:00,1442.82667,26.28,0.0,11.8,70.0,0.0
SA1,2001-11-29 07:30:00,1519.74167,21.17,0.0,13.6,61.0,3.6
SA1,2001-11-29 08:00:00,1506.37167,21.12,0.0,15.1,56.0,1.8
SA1,2001-11-29 08:30:00,1511.36667,26.09,0.0,15.7,55.0,3.6
SA1,2001-11-29 09:00:00,1532.92833,26.3,0.0,15.7,54.0,9.4
SA1,2001-11-29 09:30:00,1529.85333,26.61,0.0,16.8,50.0,7.6
SA1,2001-11-29 10:00:00,1523.315,59.43,0.0,17.4,46.0,7.6
SA1,2001-11-29 10:30:00,1533.55667,30.48,0.0,18.0,46.0,5.4
SA1,2001-11-29 11:00:00,1547.65333,26.69,0.0,19.0,42.0,11.2
SA1,2001-11-29 11:30:00,1552.10333,26.24,0.0,19.6,42.0,13.0
SA1,2001-11-29 12:00:00,1532.38,25.91,0.0,19.9,41.0,13.0
SA1,2001-11-29 12:30:00,1544.03,25.85,0.0,19.6,39.0,16.6
SA1,2001-11-29 13:00:00,1568.335,24.78,0.0,20.3,41.0,18.4
SA1,2001-11-29 13:30:00,1573.285,25.88,0.0,19.5,37.0,18.4
SA1,2001-11-29 14:00:00,1580.90167,25.06,0.0,18.8,37.0,16.6
SA1,2001-11-29 14:30:00,1578.41833,26.11,0.0,19.8,38.0,13.0
SA1,2001-11-29 15:00:00,1571.08667,26.29,0.0,20.3,38.0,14.8
SA1,2001-11-29 15:30:00,1552.50667,26.3,0.0,20.2,37.0,20.5
SA1,2001-11-29 16:00:00,1535.33833,26.26,0.0,20.2,35.0,18.4
SA1,2001-11-29 16:30:00,1517.625,26.04,0.0,19.7,33.0,18.4
SA1,2001-11-29 17:00:00,1496.72167,24.25,0.0,19.7,34.0,20.5
SA1,2001-11-29 17:30:00,1484.645,20.63,0.0,18.9,41.0,22.3
SA1,2001-11-29 18:00:00,1442.76333,19.37,0.0,18.1,46.0,22.3
SA1,2001-11-29 18:30:00,1427.135,18.16,0.0,16.2,53.0,18.4
SA1,2001-11-29 19:00:00,1402.62,17.16,0.0,15.9,57.0,13.0
SA1,2001-11-29 19:30:00,1395.39833,17.77,0.0,16.4,54.0,9.4
SA1,2001-11-29 20:00:00,1415.04833,19.97,0.0,15.8,56.0,11.2
SA1,2001-11-29 20:30:00,1457.99833,20.44,0.0,15.6,55.0,11.2
SA1,2001-11-29 21:00:00,1431.85167,23.33,0.0,15.4,58.0,11.2
SA1,2001-11-29 21:30:00,1405.695,26.3,0.0,15.1,59.0,5.4
SA1,2001-11-29 22:00:00,1387.14333,26.3,0.0,14.8,59.0,11.2
SA1,2001-11-29 22:30:00,1343.89167,26.27,0.0,14.3,61.0,3.6
SA1,2001-11-29 23:00:00,1358.865,26.12,0.0,14.2,63.0,3.6
SA1,2001-11-29 23:30:00,1390.66167,26.3,0.0,14.4,61.0,1.8
SA1,2001-11-30 00:00:00,1483.66167,26.3,0.0,14.2,64.0,7.6
SA1,2001-11-30 00:30:00,1464.69667,26.3,0.0,13.9,64.0,7.6
SA1,2001-11-30 01:00:00,1478.86,26.3,0.0,13.8,65.0,5.4
SA1,2001-11-30 01:30:00,1388.15,26.3,0.0,13.9,64.0,5.4
SA1,2001-11-30 02:00:00,1290.26667,23.78,0.0,14.5,62.0,11.2
SA1,2001-11-30 02:30:00,1207.63333,16.83,0.0,14.6,62.0,11.2
SA1,2001-11-30 03:00:00,1165.28,13.88,0.0,14.5,65.0,13.0
SA1,2001-11-30 03:30:00,1137.72833,11.05,0.0,14.3,64.0,13.0
SA1,2001-11-30 04:00:00,1120.365,10.98,0.2,13.1,77.0,9.4
SA1,2001-11-30 04:30:00,1124.42333,14.15,0.2,12.8,79.0,11.2
SA1,2001-11-30 05:00:00,1143.80833,15.5,0.2,12.5,78.0,9.4
SA1,2001-11-30 05:30:00,1179.675,18.56,0.2,12.6,76.0,9.4
SA1,2001-11-30 06:00:00,1249.39167,21.31,0.2,12.5,74.0,9.4
SA1,2001-11-30 06:30:00,1331.30333,24.42,0.2,12.2,75.0,5.4
SA1,2001-11-30 07:00:00,1448.98333,26.8,0.2,12.9,71.0,7.6
SA1,2001-11-30 07:30:00,1513.20333,25.22,0.2,13.2,66.0,11.2
SA1,2001-11-30 08:00:00,1504.47,26.27,0.2,13.8,60.0,11.2
SA1,2001-11-30 08:30:00,1510.52667,25.36,0.2,14.1,58.0,11.2
SA1,2001-11-30 09:00:00,1530.71,26.24,0.2,14.9,53.0,16.6
SA1,2001-11-30 09:30:00,1524.945,26.3,0.0,15.5,51.0,14.8
SA1,2001-11-30 10:00:00,1499.94833,26.32,0.0,16.4,38.0,16.6
SA1,2001-11-30 10:30:00,1491.85667,26.31,0.0,16.5,40.0,18.4
SA1,2001-11-30 11:00:00,1489.68667,26.33,0.2,16.3,39.0,18.4
SA1,2001-11-30 11:30:00,1498.36333,26.35,0.2,17.1,38.0,22.3
SA1,2001-11-30 12:00:00,1500.45667,26.36,0.2,16.8,34.0,18.4
SA1,2001-11-30 12:30:00,1494.22,26.33,0.2,17.2,28.0,16.6
SA1,2001-11-30 13:00:00,1490.385,26.31,0.2,17.8,31.0,18.4
SA1,2001-11-30 13:30:00,1496.80833,26.31,0.2,17.7,30.0,18.4
SA1,2001-11-30 14:00:00,1496.99167,26.3,0.2,18.2,31.0,16.6
SA1,2001-11-30 14:30:00,1483.46833,26.29,0.2,18.9,31.0,16.6
SA1,2001-11-30 15:00:00,1476.92167,26.3,0.2,18.3,35.0,18.4
SA1,2001-11-30 15:30:00,1464.585,26.3,0.2,18.3,33.0,16.6
SA1,2001-11-30 16:00:00,1445.07167,26.71,0.2,18.5,33.0,14.8
SA1,2001-11-30 16:30:00,1450.04,25.31,0.2,18.5,31.0,16.6
SA1,2001-11-30 17:00:00,1466.94667,26.3,0.2,18.0,35.0,20.5
SA1,2001-11-30 17:30:00,1413.00333,19.74,0.2,17.7,37.0,18.4
SA1,2001-11-30 18:00:00,1363.63667,23.36,0.2,17.3,37.0,16.6
SA1,2001-11-30 18:30:00,1321.71667,18.28,0.2,16.5,39.0,16.6
SA1,2001-11-30 19:00:00,1294.70333,16.99,0.2,16.1,39.0,13.0
SA1,2001-11-30 19:30:00,1288.37,16.63,0.2,15.9,43.0,13.0
SA1,2001-11-30 20:00:00,1315.00667,17.03,0.2,15.0,46.0,16.6
SA1,2001-11-30 20:30:00,1360.97333,17.41,0.2,14.5,49.0,9.4
SA1,2001-11-30 21:00:00,1352.03167,16.89,0.2,14.1,51.0,9.4
SA1,2001-11-30 21:30:00,1341.15667,16.78,0.2,13.6,54.0,7.6
SA1,2001-11-30 22:00:00,1333.32167,16.79,0.2,13.2,54.0,7.6
SA1,2001-11-30 22:30:00,1311.21333,23.54,0.2,12.6,59.0,5.4
SA1,2001-11-30 23:00:00,1330.41667,24.34,0.2,12.1,58.0,7.6
SA1,2001-11-30 23:30:00,1344.755,24.71,0.2,11.8,58.0,0.0
SA1,2001-12-01 00:00:00,1435.47833,25.71,0.2,11.5,58.0,0.0
SA1,2001-12-01 00:30:00,1427.79333,22.95,0.2,11.4,59.0,1.8
SA1,2001-12-01 01:00:00,1436.70667,19.57,0.2,11.4,57.0,3.6
SA1,2001-12-01 01:30:00,1344.54333,18.5,0.2,11.0,57.0,5.4
SA1,2001-12-01 02:00:00,1245.69833,15.56,0.2,10.6,57.0,5.4
SA1,2001-12-01 02:30:00,1177.37833,13.88,0.2,10.5,58.0,0.0
SA1,2001-12-01 03:00:00,1107.73667,12.57,0.2,10.3,61.0,1.8
SA1,2001-12-01 03:30:00,1078.08,11.86,0.2,10.0,62.0,7.6
SA1,2001-12-01 04:00:00,1050.60833,11.67,0.2,9.6,64.0,7.6
SA1,2001-12-01 04:30:00,1045.01833,11.6,0.2,9.4,65.0,7.6
SA1,2001-12-01 05:00:00,1047.16667,11.85,0.2,9.2,66.0,5.4
SA1,2001-12-01 05:30:00,1050.94167,12.3,0.2,9.2,66.0,7.6
SA1,2001-12-01 06:00:00,1082.07167,12.52,0.2,9.6,67.0,1.8
SA1,2001-12-01 06:30:00,1106.04667,12.17,0.2,10.0,64.0,5.4
SA1,2001-12-01 07:00:00,1163.96833,13.0,0.2,10.7,62.0,7.6
SA1,2001-12-01 07:30:00,1219.50833,14.45,0.2,11.7,59.0,3.6
SA1,2001-12-01 08:00:00,1230.955,16.31,0.2,12.7,57.0,0.0
SA1,2001-12-01 08:30:00,1265.65833,24.45,0.2,14.0,51.0,1.8
SA1,2001-12-01 09:00:00,1299.905,25.61,0.2,15.3,46.0,7.6
SA1,2001-12-01 09:30:00,1300.765,24.16,0.0,15.1,46.0,7.6
SA1,2001-12-01 10:00:00,1293.95,23.68,0.0,15.4,42.0,9.4
SA1,2001-12-01 10:30:00,1312.13833,25.38,0.0,16.0,43.0,3.6
SA1,2001-12-01 11:00:00,1295.14667,23.0,0.0,16.5,38.0,7.6
SA1,2001-12-01 11:30:00,1293.025,22.6,0.0,17.4,38.0,5.4
SA1,2001-12-01 12:00:00,1296.13167,20.63,0.0,18.4,35.0,5.4
SA1,2001-12-01 12:30:00,1266.055,20.16,0.0,18.6,32.0,9.4
SA1,2001-12-01 13:00:00,1299.49,18.51,0.0,19.1,31.0,11.2
SA1,2001-12-01 13:30:00,1298.47,19.41,0.0,19.9,26.0,11.2
SA1,2001-12-01 14:00:00,1296.31833,18.04,0.0,20.2,31.0,11.2
SA1,2001-12-01 14:30:00,1283.125,15.62,0.0,19.7,36.0,9.4
SA1,2001-12-01 15:00:00,1278.215,13.53,0.0,20.7,35.0,9.4
SA1,2001-12-01 15:30:00,1267.30833,13.4,0.0,21.8,22.0,7.6
SA1,2001-12-01 16:00:00,1268.04333,15.35,0.0,22.6,18.0,9.4
SA1,2001-12-01 16:30:00,1273.12833,16.88,0.0,23.1,17.0,14.8
SA1,2001-12-01 17:00:00,1263.66833,17.6,0.0,23.7,18.0,13.0
SA1,2001-12-01 17:30:00,1273.64,18.01,0.0,23.9,19.0,9.4
SA1,2001-12-01 18:00:00,1284.74167,21.23,0.0,24.0,21.0,14.8
SA1,2001-12-01 18:30:00,1273.73,20.19,0.0,23.6,19.0,13.0
SA1,2001-12-01 19:00:00,1270.96333,21.41,0.0,22.8,24.0,14.8
SA1,2001-12-01 19:30:00,1263.09167,20.43,0.0,21.2,28.0,18.4
SA1,2001-12-01 20:00:00,1290.88167,24.07,0.0,20.6,29.0,14.8
SA1,2001-12-01 20:30:00,1300.69667,22.97,0.0,20.5,29.0,16.6
SA1,2001-12-01 21:00:00,1278.4,20.26,0.0,20.0,33.0,16.6
SA1,2001-12-01 21:30:00,1252.805,19.59,0.0,20.1,30.0,22.3
SA1,2001-12-01 22:00:00,1243.16833,18.69,0.0,20.3,27.0,25.9
SA1,2001-12-01 22:30:00,1220.56333,18.52,0.0,20.3,29.0,18.4
SA1,2001-12-01 23:00:00,1252.415,18.28,0.0,20.3,28.0,22.3
SA1,2001-12-01 23:30:00,1307.295,21.25,0.0,20.7,25.0,24.1
SA1,2001-12-02 00:00:00,1411.50833,22.62,0.0,20.2,30.0,13.0
SA1,2001-12-02 01:30:00,1322.55333,17.2,0.4,19.5,34.0,27.7
SA1,2001-12-02 02:00:00,1224.90833,13.37,0.4,19.7,37.0,20.5
SA1,2001-12-02 02:30:00,1139.07,11.66,0.4,21.3,34.0,25.9
SA1,2001-12-02 03:30:00,1050.24333,9.36,0.4,21.5,32.0,25.9
SA1,2001-12-02 04:30:00,1015.12833,7.19,0.4,22.2,30.0,29.5
SA1,2001-12-02 05:00:00,973.68,19.57,0.4,21.8,36.0,25.9
SA1,2001-12-02 05:30:00,975.26833,17.96,0.4,20.1,51.0,18.4
SA1,2001-12-02 06:00:00,971.61167,11.98,3.2,18.1,68.0,22.3
SA1,2001-12-02 06:30:00,973.015,11.85,3.4,18.5,66.0,18.4
SA1,2001-12-02 07:00:00,990.26333,13.37,3.4,19.6,58.0,20.5
SA1,2001-12-02 07:30:00,1016.29667,11.41,3.4,20.8,50.0,18.4
SA1,2001-12-02 08:00:00,1050.47333,12.57,3.4,21.9,45.0,20.5
SA1,2001-12-02 08:30:00,1078.75833,15.7,3.4,23.0,41.0,16.6
SA1,2001-12-02 09:00:00,1123.26,17.17,3.4,23.3,40.0,16.6
SA1,2001-12-02 09:30:00,1145.795,18.44,0.0,24.2,39.0,11.2
SA1,2001-12-02 10:00:00,1150.175,16.91,0.0,26.0,28.0,18.4
SA1,2001-12-02 10:30:00,1174.575,17.88,0.0,26.1,29.0,20.5
SA1,2001-12-02 11:00:00,1213.83167,22.55,0.0,26.4,31.0,24.1
SA1,2001-12-02 11:30:00,1244.685,26.21,0.0,27.2,35.0,25.9
SA1,2001-12-02 12:00:00,1240.8,26.27,0.0,28.1,35.0,24.1
SA1,2001-12-02 12:30:00,1250.31333,26.3,0.0,27.5,36.0,27.7
SA1,2001-12-02 13:00:00,1261.23667,26.27,0.0,26.8,40.0,33.5
SA1,2001-12-02 13:30:00,1272.06833,26.17,0.0,26.8,37.0,35.3
SA1,2001-12-02 14:00:00,1291.76333,26.3,0.0,25.9,36.0,31.3
SA1,2001-12-02 15:00:00,1300.62167,26.3,0.0,25.9,40.0,27.7
SA1,2001-12-02 15:30:00,1290.48,26.14,0.0,25.9,38.0,27.7
SA1,2001-12-02 16:00:00,1307.93333,26.24,0.0,25.3,39.0,31.3
SA1,2001-12-02 17:30:00,1308.875,19.79,0.0,22.4,49.0,31.3
SA1,2001-12-02 18:00:00,1291.45333,19.31,0.0,21.4,48.0,33.5
SA1,2001-12-02 18:30:00,1278.74333,18.56,0.0,19.9,59.0,33.5
SA1,2001-12-02 19:00:00,1305.48167,19.44,0.0,18.8,64.0,29.5
SA1,2001-12-02 19:30:00,1316.93167,20.98,0.0,18.6,67.0,29.5
SA1,2001-12-02 20:00:00,1314.945,18.24,0.0,17.5,70.0,18.4
SA1,2001-12-02 20:30:00,1333.615,17.36,0.0,16.9,74.0,20.5
SA1,2001-12-02 21:00:00,1311.655,16.51,0.0,16.7,74.0,20.5
SA1,2001-12-02 21:30:00,1283.45667,17.75,0.0,16.7,71.0,18.4
SA1,2001-12-02 22:00:00,1265.285,17.07,0.0,16.3,71.0,18.4
SA1,2001-12-02 22:30:00,1243.34167,16.14,0.0,16.4,69.0,16.6
SA1,2001-12-02 23:00:00,1277.65833,15.47,0.0,16.1,70.0,22.3
SA1,2001-12-02 23:30:00,1322.075,19.59,0.0,15.6,76.0,20.5
SA1,2001-12-03 00:00:00,1435.84833,20.89,0.0,15.8,72.0,18.4
SA1,2001-12-03 00:30:00,1435.95167,19.11,0.0,15.7,72.0,18.4
SA1,2001-12-03 01:00:00,1462.41167,19.0,0.0,15.6,70.0,18.4
SA1,2001-12-03 01:30:00,1372.59167,16.68,0.0,15.4,72.0,14.8
SA1,2001-12-03 02:00:00,1293.90667,15.16,0.0,15.3,73.0,14.8
SA1,2001-12-03 02:30:00,1220.475,12.16,0.0,15.2,74.0,13.0
SA1,2001-12-03 03:00:00,1173.485,10.29,0.0,15.0,73.0,16.6
SA1,2001-12-03 03:30:00,1130.96,9.94,0.0,14.6,77.0,16.6
SA1,2001-12-03 04:00:00,1114.28667,9.81,0.0,14.5,76.0,18.4
SA1,2001-12-03 04:30:00,1122.68,12.59,0.0,14.4,74.0,16.6
SA1,2001-12-03 05:00:00,1145.195,13.11,0.0,14.3,74.0,14.8
SA1,2001-12-03 05:30:00,1178.84667,15.47,0.0,14.2,75.0,13.0
SA1,2001-12-03 06:00:00,1246.18,21.71,0.0,14.2,73.0,14.8
SA1,2001-12-03 06:30:00,1344.44167,25.18,0.0,14.2,73.0,14.8
SA1,2001-12-03 07:00:00,1449.04333,25.97,0.0,14.3,69.0,14.8
SA1,2001-12-03 07:30:00,1533.16,23.12,0.0,14.4,70.0,14.8
SA1,2001-12-03 08:00:00,1516.045,25.87,0.0,14.8,68.0,14.8
SA1,2001-12-03 08:30:00,1524.82167,26.3,0.0,15.1,65.0,13.0
SA1,2001-12-03 09:00:00,1531.27667,26.3,0.0,15.2,65.0,13.0
SA1,2001-12-03 09:30:00,1532.725,26.3,0.0,15.2,65.0,16.6
SA1,2001-12-03 10:00:00,1531.56167,26.3,0.0,15.7,63.0,16.6
SA1,2001-12-03 10:30:00,1540.68167,26.19,0.0,16.1,59.0,18.4
SA1,2001-12-03 11:00:00,1557.16833,27.54,0.0,16.8,58.0,13.0
SA1,2001-12-03 11:30:00,1550.48,27.69,0.0,17.0,58.0,16.6
SA1,2001-12-03 12:00:00,1546.77667,29.88,0.0,16.9,55.0,20.5
SA1,2001-12-03 12:30:00,1567.43667,37.89,0.0,17.4,54.0,20.5
SA1,2001-12-03 13:00:00,1579.23833,26.79,0.0,17.3,58.0,20.5
SA1,2001-12-03 13:30:00,1580.19833,26.24,0.0,17.5,53.0,20.5
SA1,2001-12-03 14:00:00,1585.06833,26.14,0.0,17.5,51.0,24.1
SA1,2001-12-03 14:30:00,1572.83667,25.35,0.0,17.7,51.0,20.5
SA1,2001-12-03 15:00:00,1557.84,26.14,0.0,17.9,49.0,22.3
SA1,2001-12-03 15:30:00,1548.64333,26.27,0.0,17.1,51.0,22.3
SA1,2001-12-03 16:00:00,1530.56167,26.08,0.0,16.2,55.0,20.5
SA1,2001-12-03 16:30:00,1534.45667,26.3,0.0,16.4,52.0,16.6
SA1,2001-12-03 17:00:00,1537.83667,26.3,0.0,16.0,57.0,16.6
SA1,2001-12-03 17:30:00,1511.28333,25.63,0.0,14.6,64.0,16.6
SA1,2001-12-03 18:00:00,1473.1,25.0,0.0,14.9,62.0,14.8
SA1,2001-12-03 18:30:00,1460.29333,19.89,0.0,14.8,58.0,14.8
SA1,2001-12-03 19:00:00,1426.76667,24.29,0.0,14.2,60.0,16.6
SA1,2001-12-03 19:30:00,1423.31333,23.89,0.0,13.8,61.0,14.8
SA1,2001-12-03 20:00:00,1426.71667,24.12,0.0,13.6,62.0,14.8
SA1,2001-12-03 20:30:00,1440.87167,20.31,0.0,13.5,62.0,11.2
SA1,2001-12-03 21:00:00,1416.51833,17.34,0.0,13.4,61.0,11.2
SA1,2001-12-03 21:30:00,1405.41667,17.37,0.0,13.3,60.0,11.2
SA1,2001-12-03 22:00:00,1371.32833,16.31,0.0,13.2,61.0,11.2
SA1,2001-12-03 22:30:00,1331.14667,18.36,0.0,13.2,60.0,13.0
SA1,2001-12-03 23:00:00,1338.75333,14.8,0.0,13.0,62.0,11.2
SA1,2001-12-03 23:30:00,1367.16667,18.03,0.0,12.7,64.0,11.2
SA1,2001-12-04 00:00:00,1459.95,18.49,0.0,12.4,67.0,11.2
SA1,2001-12-04 00:30:00,1457.565,18.46,0.0,12.5,69.0,13.0
SA1,2001-12-04 01:00:00,1479.58833,18.2,0.0,12.6,70.0,9.4
SA1,2001-12-04 01:30:00,1390.64667,17.66,0.0,12.7,70.0,11.2
SA1,2001-12-04 02:00:00,1272.83833,16.19,0.0,12.4,74.0,13.0
SA1,2001-12-04 02:30:00,1191.805,13.98,0.0,12.0,80.0,11.2
SA1,2001-12-04 03:00:00,1137.77333,13.72,0.0,12.3,79.0,11.2
SA1,2001-12-04 03:30:00,1095.06167,12.96,0.0,12.4,79.0,11.2
SA1,2001-12-04 04:00:00,1092.94167,12.34,0.0,12.5,79.0,11.2
SA1,2001-12-04 04:30:00,1084.475,11.68,0.0,12.4,80.0,9.4
SA1,2001-12-04 05:00:00,1105.21667,12.15,0.0,12.6,78.0,11.2
SA1,2001-12-04 05:30:00,1140.30333,17.45,0.0,12.7,79.0,11.2
SA1,2001-12-04 06:00:00,1227.76833,23.06,0.0,12.9,77.0,11.2
SA1,2001-12-04 06:30:00,1332.43,26.49,0.0,13.0,77.0,9.4
SA1,2001-12-04 07:00:00,1455.56,27.68,0.0,13.4,75.0,9.4
SA1,2001-12-04 07:30:00,1523.88,22.94,0.0,14.1,70.0,13.0
SA1,2001-12-04 08:00:00,1520.045,25.76,0.0,15.1,65.0,13.0
SA1,2001-12-04 08:30:00,1519.58167,26.26,0.0,15.5,63.0,13.0
SA1,2001-12-04 09:00:00,1521.665,26.38,0.0,16.3,59.0,14.8
SA1,2001-12-04 09:30:00,1512.92,28.53,0.0,17.7,55.0,14.8
SA1,2001-12-04 10:00:00,1529.21833,36.08,0.0,17.3,53.0,14.8
SA1,2001-12-04 10:30:00,1545.2,49.82,0.0,17.7,50.0,16.6
SA1,2001-12-04 11:00:00,1547.955,41.37,0.0,18.4,47.0,20.5
SA1,2001-12-04 11:30:00,1549.70167,40.44,0.0,19.4,43.0,20.5
SA1,2001-12-04 12:00:00,1548.05667,32.01,0.0,19.7,42.0,20.5
