Total Demand,predicted_demand,percentage_error,within_2_percent
4134.80167,5262.400000000001,27.27091696274759,False
4037.66833,5262.400000000001,30.332646713456047,False
3996.83333,5148.0,28.80196833226469,False
4023.51167,5148.0,27.947932607835586,False
4075.235,5148.0,26.324003401030854,False
4291.55167,5148.0,19.956612336441943,False
4499.97167,5720.0,27.1119113512108,False
4821.32667,5720.0,18.639544496992144,False
5142.49833,6292.000000000001,22.352980909961726,False
5146.95167,6292.000000000001,22.24711641793987,False
5253.51667,6635.200000000001,26.300160764503687,False
5434.63833,6635.200000000001,22.09092118187009,False
5493.36333,6635.200000000001,20.78574820937614,False
5552.79167,6635.200000000001,19.493047719544666,False
5572.43833,6635.200000000001,19.071752921489953,False
5629.24167,6635.200000000001,17.870228158102872,False
5689.65167,6635.200000000001,16.618738454334945,False
5728.865,6635.200000000001,15.820498475701575,False
5724.21833,6635.200000000001,15.91451648910116,False
5735.55833,6635.200000000001,15.685337298278352,False
5788.83333,6635.200000000001,14.620677807630027,False
5826.79333,6635.200000000001,13.8739547503395,False
5833.35333,6635.200000000001,13.745895793354949,False
5837.975,6635.200000000001,13.655848132271897,False
5894.86,6635.200000000001,12.559076890714978,False
5969.09,6635.200000000001,11.15932244278442,False
6043.61167,6806.800000000001,12.628017345793511,False
6041.485,6806.800000000001,12.667663662162557,False
5938.72,6864.000000000001,15.580461783010492,False
5709.20833,6864.000000000001,20.226826615030888,False
5541.31833,6921.200000000001,24.90168562469142,False
5362.82,6921.200000000001,29.05896524589677,False
5222.00167,6864.000000000001,31.443849193560318,False
5172.45333,6864.000000000001,32.702985644918336,False
5125.455,6578.000000000001,28.339825439887793,False
5143.08333,6578.000000000001,27.89993041003285,False
5101.99,6292.000000000001,23.324428311306004,False
4865.515,6292.000000000001,29.31827360515794,False
4799.75833,5948.800000000001,23.939573432648253,False
4655.22,5948.800000000001,27.787730762455926,False
4563.92333,5948.800000000001,30.343995064439472,False
5013.41333,5948.800000000001,18.657681073345707,False
4936.97167,5605.6,13.543288774837157,False
4761.45833,5605.6,17.72863714214212,False
4597.36333,5491.2,19.442376115180778,False
4867.705,5491.2,12.808808257690224,False
4707.32167,5376.8,14.222064624701966,False
4459.925,5376.8,20.55808113365135,False
4226.15667,5262.400000000001,24.519756623220506,False
4139.51833,5262.400000000001,27.125901626337303,False
4101.00833,5148.0,25.53010347091883,False
4131.87833,5148.0,24.59224567728258,False
4228.55667,5148.0,21.743668153322872,False
4429.425,5148.0,16.222760290556895,False
4628.54333,5720.0,23.58099713414586,False
4915.37833,5720.0,16.369475877149835,False
5265.67333,6292.000000000001,19.490891395649896,False
5218.66333,6292.000000000001,20.56727177301933,False
5392.815,6635.200000000001,23.037782679361356,False
5550.16333,6635.200000000001,19.549634947409743,False
5636.06,6635.200000000001,17.727632424069302,False
5754.555,6635.200000000001,15.303442229677191,False
5842.925,6635.200000000001,13.559561349837635,False
5949.725,6635.200000000001,11.521120724067083,False
5996.73667,6635.200000000001,10.646846195432499,False
6078.02167,6635.200000000001,9.167100090316076,False
6052.36333,6635.200000000001,9.629902208795528,False
6119.85667,6635.200000000001,8.420839862578033,False
6170.22167,6635.200000000001,7.535844818359676,False
6230.08667,6635.200000000001,6.502531207964737,False
6280.56833,6635.200000000001,5.646490116285395,False
6293.86333,6635.200000000001,5.423325104201152,False
6345.05833,6635.200000000001,4.572718719198928,False
6351.76833,6635.200000000001,4.462248231903018,False
6449.99333,6806.800000000001,5.531892077165929,False
6424.87167,6806.800000000001,5.944528538731118,False
6319.32167,6864.000000000001,8.619253116766892,False
6105.09333,6864.000000000001,12.430713651350539,False
5861.76667,6921.200000000001,18.073618239055577,False
5623.23,6921.200000000001,23.08228544804323,False
5483.49167,6864.000000000001,25.175716734516357,False
5328.69667,6864.000000000001,28.811985839681892,False
5192.63167,6578.000000000001,26.679503150663507,False
5242.57167,6578.000000000001,25.472772029838563,False
5144.74167,6292.000000000001,22.299629477800398,False
4966.435,6292.000000000001,26.69047314623065,False
4779.02333,5948.800000000001,24.477316581754398,False
4669.825,5948.800000000001,27.388071287467973,False
4609.02667,5948.800000000001,29.0684655552232,False
